"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009799","BP","GO:0009799","specification of symmetry","26/1111","146/20772",5.8249709729366e-08,1.25236875918137e-05,1.1984622295634e-05,"DAW1/CFAP52/DNAAF1/DNAI1/DRC1/FOXJ1/ODAD2/DNAAF3/DNAH5/SOSTDC1/DNAAF11/GREM1/NBL1/BICC1/CFAP53/ALDH1A2/MICAL2/PIERCE2/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/ACVR1/DYNC2H1/CC2D2A",26
"GO:0042060","BP","GO:0042060","wound healing","54/1111","495/20772",5.43409834703755e-07,0.000112159789882855,0.000107332022509276,"EREG/F2RL2/ADRA2A/FAP/F13A1/CYP4F2/IL24/TFPI2/THBS1/APOH/COL1A1/SERPINE1/COL5A1/SAA1/PLAU/LRG1/ENTPD2/CYP4F11/SDC1/SLC7A11/FGF1/B4GALT1/SDC4/CAV1/RAB27A/CHMP4C/LOX/ANXA1/CD109/ARHGAP24/AHNAK/DCBLD2/TIMP1/DMTN/PROCR/CSRP1/ALOX5/CD59/TGFBR2/F8/JAK2/MAP3K5/TLR4/ANO6/TGFBR1/AXL/AK3/ELK3/HPS5/C1GALT1C1/PPP3CA/GGCX/NFE2L2/ARL8B",54
"GO:0060972","BP","GO:0060972","left/right pattern formation","23/1111","139/20772",1.28017264802824e-06,0.000249062067046378,0.000238341525196769,"DAW1/CFAP52/DNAAF1/DNAI1/PIFO/DRC1/FOXJ1/ODAD2/DNAAF3/DNAH5/DNAAF11/BICC1/CFAP53/MICAL2/PIERCE2/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/ACVR1/DYNC2H1/CC2D2A",23
"GO:0002440","BP","GO:0002440","production of molecular mediator of immune response","53/1111","496/20772",1.30323174617291e-06,0.000249062067046378,0.000238341525196769,"IGLV3-9/IGLV1-47/IGLV1-40/IGKV1-27/IGLV2-23/IGLV1-44/IGLV3-21/IGKV1-17/IGKV1-5/IGKV3-20/IGLV9-49/IGLV6-57/IGKV3-15/IGLV3-25/IGKV1-9/IGLV4-69/IGLV3-19/MZB1/IGKV3D-20/IGLV7-46/IGLV3-10/IGKV1-16/IGLV2-14/IGLV2-11/IGKV4-1/IGLV1-36/IGLV5-45/CCR2/IGKV1-12/IGLV3-27/IGKV1-6/IGKV2D-29/IGKV1D-39/IL18R1/IGKV6-21/IL1R1/IGKV3D-11/IGLV8-61/IGKV3D-15/IGLV2-18/GATA3/TRIL/IL10/ANGPT1/TRIM6/TNFSF4/LACC1/IGKV2-30/LILRB1/IRAK3/TLR4/APLF/AXL",53
"GO:0007368","BP","GO:0007368","determination of left/right symmetry","22/1111","134/20772",2.47479244839541e-06,0.000456068894061441,0.00043643802163244,"DAW1/CFAP52/DNAAF1/DNAI1/DRC1/FOXJ1/ODAD2/DNAAF3/DNAH5/DNAAF11/BICC1/CFAP53/MICAL2/PIERCE2/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/ACVR1/DYNC2H1/CC2D2A",22
"GO:0019748","BP","GO:0019748","secondary metabolic process","14/1111","69/20772",1.41133013959603e-05,0.00251119431735017,0.00240310333388202,"FMO1/CYP1B1/TYRP1/AKR1C1/SLC7A11/PON3/FMO2/ACMSD/ASIP/BDH2/N6AMT1/ARL1/NFE2L2/PMEL",14
"GO:0030198","BP","GO:0030198","extracellular matrix organization","39/1111","364/20772",3.00890395224679e-05,0.0048698861762406,0.00466026847261213,"MMP13/VIT/LUM/COL1A2/FAP/MMP1/CYP1B1/MMP11/COL1A1/KAZALD1/OLFML2B/COL5A1/SULF1/ADAMTS12/FLRT2/COL22A1/TLL1/ADAMTS2/SPINT1/GREM1/CAV2/TLL2/ADAMTS16/LOXL1/B4GALT1/CAV1/COL14A1/LOX/EGFLAM/ECM2/FBLN5/LAMA2/CST3/MATN2/MPZL3/PBXIP1/SLC2A10/TGFBR1/HSD17B12",39
"GO:0030199","BP","GO:0030199","collagen fibril organization","15/1111","83/20772",3.02008445038177e-05,0.0048698861762406,0.00466026847261213,"LUM/COL1A2/CYP1B1/MMP11/COL1A1/COL5A1/ADAMTS12/TLL1/ADAMTS2/GREM1/TLL2/LOXL1/COL14A1/LOX/TGFBR1",15
"GO:0050853","BP","GO:0050853","B cell receptor signaling pathway","15/1111","83/20772",3.02008445038177e-05,0.0048698861762406,0.00466026847261213,"IGHG3/IGHA1/IGHA2/IGKC/IGHG4/IGHG1/IGLC3/BANK1/IGHM/IGLC7/CD79A/NFATC2/MNDA/PRKCB/FOXP1",15
"GO:0043062","BP","GO:0043062","extracellular structure organization","39/1111","365/20772",3.1995469972687e-05,0.00500292803209288,0.00478758372063397,"MMP13/VIT/LUM/COL1A2/FAP/MMP1/CYP1B1/MMP11/COL1A1/KAZALD1/OLFML2B/COL5A1/SULF1/ADAMTS12/FLRT2/COL22A1/TLL1/ADAMTS2/SPINT1/GREM1/CAV2/TLL2/ADAMTS16/LOXL1/B4GALT1/CAV1/COL14A1/LOX/EGFLAM/ECM2/FBLN5/LAMA2/CST3/MATN2/MPZL3/PBXIP1/SLC2A10/TGFBR1/HSD17B12",39
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","39/1111","368/20772",3.8396104889443e-05,0.00582717356557429,0.00557635071320053,"MMP13/VIT/LUM/COL1A2/FAP/MMP1/CYP1B1/MMP11/COL1A1/KAZALD1/OLFML2B/COL5A1/SULF1/ADAMTS12/FLRT2/COL22A1/TLL1/ADAMTS2/SPINT1/GREM1/CAV2/TLL2/ADAMTS16/LOXL1/B4GALT1/CAV1/COL14A1/LOX/EGFLAM/ECM2/FBLN5/LAMA2/CST3/MATN2/MPZL3/PBXIP1/SLC2A10/TGFBR1/HSD17B12",39
"GO:0007596","BP","GO:0007596","blood coagulation","30/1111","254/20772",4.09758831328594e-05,0.00604101591330156,0.00578098850454868,"F2RL2/ADRA2A/FAP/F13A1/CYP4F2/TFPI2/THBS1/APOH/SERPINE1/SAA1/PLAU/ENTPD2/CYP4F11/SLC7A11/CAV1/RAB27A/DMTN/PROCR/CSRP1/CD59/F8/JAK2/TLR4/ANO6/AXL/AK3/HPS5/C1GALT1C1/GGCX/NFE2L2",30
"GO:0003002","BP","GO:0003002","regionalization","45/1111","450/20772",4.24267706287957e-05,0.00608117045679406,0.00581941464969827,"RELN/DAW1/RFX8/CFAP52/DNAAF1/DNAI1/PIFO/DRC1/FOXJ1/IRX3/HOXB9/HOXB6/ODAD2/HOXB5/SFRP1/DNAAF3/DNAH5/ALX4/SOSTDC1/DNAAF11/WNT2/TLL1/GREM1/WNT2B/TLL2/FGF1/NBL1/BICC1/CFAP53/ALDH1A2/MICAL2/PIERCE2/MAFB/BHLHE41/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/TGFBR1/ACVR1/DYNC2H1/FOXB1/CC2D2A/ABI1",45
"GO:0098657","BP","GO:0098657","import into cell","33/1111","296/20772",5.54015460445825e-05,0.00772626966459582,0.00739370277368809,"KCNJ13/THBS1/STEAP2/SLC39A12/SPX/STRA6/SLC9C2/SLC24A4/RGS4/PRNP/ATP12A/GRM1/LRRC8E/SLC24A2/KCNK5/SLC27A2/SLC7A11/CYBRD1/SLC7A2/PLPPR4/CACNA1C/ABCC9/NTSR1/SLC5A3/SLC22A4/SLC9A7/SLC9A9/SLC2A10/SLC30A1/SLC9A6/LRRC8C/PPP3CA/SLC11A2",33
"GO:0050817","BP","GO:0050817","coagulation","30/1111","259/20772",5.89826166017351e-05,0.00800921846486718,0.00766447242323377,"F2RL2/ADRA2A/FAP/F13A1/CYP4F2/TFPI2/THBS1/APOH/SERPINE1/SAA1/PLAU/ENTPD2/CYP4F11/SLC7A11/CAV1/RAB27A/DMTN/PROCR/CSRP1/CD59/F8/JAK2/TLR4/ANO6/AXL/AK3/HPS5/C1GALT1C1/GGCX/NFE2L2",30
"GO:0048515","BP","GO:0048515","spermatid differentiation","27/1111","223/20772",6.3662610173146e-05,0.00842305303829317,0.00806049404378483,"ROPN1L/RSPH1/CFAP73/DRC7/CFAP47/CFAP65/SPAG17/CFAP43/SPAG6/CFAP206/CFAP54/MEIG1/SPEF2/NME5/CFAP221/PACRG/CFAP58/TTC12/HSPA2/ARMC2/CFAP69/SEPTIN14/SPAG16/NPHP1/IFT56/JAM2/TBC1D20",27
"GO:0007599","BP","GO:0007599","hemostasis","30/1111","261/20772",6.7994208312081e-05,0.00877125287225845,0.00839370608399926,"F2RL2/ADRA2A/FAP/F13A1/CYP4F2/TFPI2/THBS1/APOH/SERPINE1/SAA1/PLAU/ENTPD2/CYP4F11/SLC7A11/CAV1/RAB27A/DMTN/PROCR/CSRP1/CD59/F8/JAK2/TLR4/ANO6/AXL/AK3/HPS5/C1GALT1C1/GGCX/NFE2L2",30
"GO:0003352","BP","GO:0003352","regulation of cilium movement","10/1111","43/20772",6.99863314847221e-05,0.00880803586490649,0.00842890580217795,"RSPH4A/DNAAF1/GAS2L2/DRC1/ODAD2/CFAP43/CFAP206/CCDC65/CFAP69/CCDC40",10
"GO:0120254","BP","GO:0120254","olefinic compound metabolic process","23/1111","177/20772",7.3760545536356e-05,0.00906200988018088,0.00867194784739463,"CYP4F2/CYP4F3/RDH8/CYP1B1/ADH7/AKR1C1/BCO2/HSD17B6/CYP2C8/CYP4F11/LRAT/CYP11A1/EPHX2/ALDH1A2/RDH12/PLB1/RDH5/ALOX5/RETSAT/CYP46A1/CYP2U1/ELOVL5/ADH1B",23
"GO:0097267","BP","GO:0097267","omega-hydroxylase P450 pathway","5/1111","10/20772",8.72085550527481e-05,0.010318380480715,0.00987423966442961,"CYP4F2/CYP1B1/CYP2C8/CYP4F11/CYP2U1",5
"GO:0000038","BP","GO:0000038","very long-chain fatty acid metabolic process","9/1111","36/20772",8.79861901456315e-05,0.010318380480715,0.00987423966442961,"CYP4F2/SLC27A6/SLC27A2/ACSL6/HACD4/ELOVL7/ELOVL5/HACD3/ACOX1",9
"GO:0007286","BP","GO:0007286","spermatid development","26/1111","216/20772",9.51544174744257e-05,0.0109110398704008,0.0104413888274276,"ROPN1L/RSPH1/CFAP73/DRC7/CFAP47/CFAP65/SPAG17/CFAP43/SPAG6/CFAP206/CFAP54/MEIG1/SPEF2/NME5/CFAP221/PACRG/CFAP58/TTC12/HSPA2/ARMC2/CFAP69/SEPTIN14/SPAG16/IFT56/JAM2/TBC1D20",26
"GO:0001523","BP","GO:0001523","retinoid metabolic process","16/1111","103/20772",0.00011182262016484,0.0125435808706647,0.0120036592950404,"RDH8/CYP1B1/ADH7/AKR1C1/BCO2/HSD17B6/CYP2C8/LRAT/RARRES2/ALDH1A2/RDH12/PLB1/RDH5/RETSAT/SCPEP1/ADH1B",16
"GO:0098739","BP","GO:0098739","import across plasma membrane","27/1111","231/20772",0.000116232623491645,0.0127608582386572,0.0122115842508244,"KCNJ13/THBS1/STEAP2/SLC39A12/SLC9C2/SLC24A4/RGS4/PRNP/ATP12A/GRM1/LRRC8E/SLC24A2/KCNK5/SLC7A11/SLC7A2/CACNA1C/ABCC9/NTSR1/SLC5A3/SLC22A4/SLC9A7/SLC9A9/SLC2A10/SLC30A1/SLC9A6/LRRC8C/PPP3CA",27
"GO:0006720","BP","GO:0006720","isoprenoid metabolic process","19/1111","139/20772",0.000155516822416432,0.0166407477402608,0.015924469124758,"RDH8/CYP1B1/ADH7/AKR1C1/BCO2/HSD17B6/CYP2C8/LRAT/RARRES2/ALDH1A2/NPC2/RDH12/PLB1/RDH5/RETSAT/PHYH/CRPPA/SCPEP1/ADH1B",19
"GO:0016101","BP","GO:0016101","diterpenoid metabolic process","16/1111","106/20772",0.000158022604510229,0.0166407477402608,0.015924469124758,"RDH8/CYP1B1/ADH7/AKR1C1/BCO2/HSD17B6/CYP2C8/LRAT/RARRES2/ALDH1A2/RDH12/PLB1/RDH5/RETSAT/SCPEP1/ADH1B",16
"GO:0009404","BP","GO:0009404","toxin metabolic process","6/1111","17/20772",0.000171608287774006,0.0177099752982774,0.016947673219955,"FMO1/CYP1B1/FMO2/N6AMT1/ARL1/NFE2L2",6
"GO:0042542","BP","GO:0042542","response to hydrogen peroxide","18/1111","133/20772",0.000260017063189742,0.0263076087462563,0.0251752330943877,"AREG/CYP1B1/TRPA1/COL1A1/HGF/IL10/SDC1/ANXA1/STK26/NQO1/FOXP1/MAP3K5/AXL/SIRPA/CAT/IMPACT/NFE2L2/KCNA5",18
"GO:0042572","BP","GO:0042572","retinol metabolic process","12/1111","69/20772",0.000269196321065825,0.0267125580134549,0.025562751864773,"RDH8/CYP1B1/ADH7/HSD17B6/CYP2C8/LRAT/ALDH1A2/RDH12/PLB1/RDH5/RETSAT/ADH1B",12
"GO:0003356","BP","GO:0003356","regulation of cilium beat frequency","6/1111","19/20772",0.000343059571326696,0.033399762038599,0.0319621141825924,"DNAAF1/GAS2L2/ODAD2/CFAP43/CFAP206/CCDC40",6
"GO:0007389","BP","GO:0007389","pattern specification process","45/1111","495/20772",0.000375287451126577,0.0358608008854285,0.0343172209207558,"RELN/DAW1/RFX8/CFAP52/DNAAF1/DNAI1/PIFO/DRC1/FOXJ1/IRX3/HOXB9/HOXB6/ODAD2/HOXB5/SFRP1/DNAAF3/DNAH5/ALX4/SOSTDC1/DNAAF11/WNT2/TLL1/GREM1/WNT2B/TLL2/FGF1/NBL1/BICC1/CFAP53/ALDH1A2/MICAL2/PIERCE2/MAFB/BHLHE41/CCDC40/DNAAF4/ENKUR/TGFBR2/ODAD3/TGFBR1/ACVR1/DYNC2H1/FOXB1/CC2D2A/ABI1",45
"GO:0060287","BP","GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry","5/1111","13/20772",0.000389107402124762,0.0365053489993413,0.034934025327603,"DNAAF1/DNAAF11/CFAP53/CCDC40/ODAD3",5
"GO:0050731","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","23/1111","201/20772",0.000489057401807108,0.0450631463093692,0.0431234637570891,"EREG/AREG/RELN/ADRA2A/IL31RA/CRLF1/IL24/BANK1/NTF3/IL11/FLT3/LILRA5/PRNP/HGF/GREM1/ANGPT1/IL15/CNTF/LRRK1/JAK2/ACVR1/CSF2/ABI1",23
