"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044784","BP","GO:0044784","metaphase/anaphase transition of cell cycle","30/592","102/20772",1.86530632915858e-22,6.62014173548644e-20,6.03859455650092e-20,"SMARCD1/SMARCB1/KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/BCL7A/SPC25/DPF1/ESPL1/TTK/CCNB1/TACC3/MAD2L2/CDCA8/UBE2C/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",30
"GO:0030071","BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","29/592","94/20772",2.08354144681305e-22,6.77845484029844e-20,6.1830006268145e-20,"SMARCD1/SMARCB1/KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/BCL7A/SPC25/DPF1/ESPL1/TTK/CCNB1/MAD2L2/CDCA8/UBE2C/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",29
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","24/592","59/20772",4.43662536898896e-22,1.33235272619484e-19,1.21531203427446e-19,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/SPC25/ESPL1/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",24
"GO:1902099","BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","29/592","98/20772",7.82681507392486e-22,2.1825632891859e-19,1.99083574399156e-19,"SMARCD1/SMARCB1/KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/BCL7A/SPC25/DPF1/ESPL1/TTK/CCNB1/MAD2L2/CDCA8/UBE2C/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",29
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","30/592","108/20772",1.184633950199e-21,3.08320729438459e-19,2.81236256387593e-19,"SMARCD1/SMARCB1/KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/BCL7A/SPC25/DPF1/ESPL1/TTK/CCNB1/TACC3/MAD2L2/CDCA8/UBE2C/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",30
"GO:0033046","BP","GO:0033046","negative regulation of sister chromatid segregation","22/592","49/20772",1.67489543400179e-21,3.44146935491736e-19,3.13915304887981e-19,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",22
"GO:0033048","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","22/592","49/20772",1.67489543400179e-21,3.44146935491736e-19,3.13915304887981e-19,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",22
"GO:0045841","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","22/592","49/20772",1.67489543400179e-21,3.44146935491736e-19,3.13915304887981e-19,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",22
"GO:2000816","BP","GO:2000816","negative regulation of mitotic sister chromatid separation","22/592","49/20772",1.67489543400179e-21,3.44146935491736e-19,3.13915304887981e-19,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",22
"GO:0006261","BP","GO:0006261","DNA-templated DNA replication","35/592","162/20772",4.18371063548221e-21,8.16660316046127e-19,7.44920688412437e-19,"NUGGC/LIG3/MCM3/ALYREF/KAT7/MCM4/POLA2/WDR18/FEN1/RFC4/RFC3/FBXO5/TIMELESS/CDC7/LIG1/DNA2/ENDOG/MCM5/E2F8/GINS2/TONSL/ORC6/CHTF18/TICRR/POLD1/RAD51/RECQL4/EME1/POLQ/ORC1/MCM7/TRAIP/MCM2/CDT1/CDC45",35
"GO:0051985","BP","GO:0051985","negative regulation of chromosome segregation","22/592","51/20772",4.98710171793293e-21,8.46506308991746e-19,7.7214485637378e-19,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",22
"GO:1902100","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","22/592","51/20772",4.98710171793293e-21,8.46506308991746e-19,7.7214485637378e-19,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",22
"GO:1905819","BP","GO:1905819","negative regulation of chromosome separation","22/592","51/20772",4.98710171793293e-21,8.46506308991746e-19,7.7214485637378e-19,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",22
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","45/592","285/20772",6.3455407386794e-21,1.03220796015852e-18,9.41533522761071e-19,"MACROH2A1/CCT5/HNRNPD/SMARCD1/EXOSC10/SMARCB1/TNKS/KNTC1/FEN1/MAD2L1BP/NCAPH2/FBXO5/TRIM28/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/BCL7A/SPC25/DPF1/NCAPG/ESPL1/TTK/CCNB1/CDCA5/TACC3/NCAPH/MAD2L2/CDCA8/MCM2/NEK2/PIF1/UBE2C/CENPV/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",45
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint signaling","21/592","47/20772",1.57917893785656e-20,2.28337576792297e-18,2.08279233792154e-18,"KNTC1/MAD2L1BP/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",21
"GO:0071173","BP","GO:0071173","spindle assembly checkpoint signaling","21/592","47/20772",1.57917893785656e-20,2.28337576792297e-18,2.08279233792154e-18,"KNTC1/MAD2L1BP/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",21
"GO:0071174","BP","GO:0071174","mitotic spindle checkpoint signaling","21/592","47/20772",1.57917893785656e-20,2.28337576792297e-18,2.08279233792154e-18,"KNTC1/MAD2L1BP/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",21
"GO:0033047","BP","GO:0033047","regulation of mitotic sister chromatid segregation","22/592","54/20772",2.30252085634311e-20,3.21037193684411e-18,2.9283564124093e-18,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",22
"GO:0031577","BP","GO:0031577","spindle checkpoint signaling","21/592","48/20772",2.73371133764798e-20,3.68014105592335e-18,3.35685860445122e-18,"KNTC1/MAD2L1BP/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",21
"GO:0006260","BP","GO:0006260","DNA replication","45/592","299/20772",4.55064095981161e-20,5.92190076903484e-18,5.40169065510269e-18,"NUGGC/SSRP1/LIG3/E4F1/PTMS/RBBP4/MCM3/ALYREF/KAT7/PPP2R1A/MCM4/POLA2/WDR18/FEN1/RFC4/EHMT2/RFC3/FBXO5/TIMELESS/CDC7/LIG1/POLH/DNA2/ENDOG/MCM5/E2F8/GINS2/TONSL/ORC6/CHTF18/TICRR/POLD1/DTL/RAD51/RECQL4/CCNA2/RNASEH2A/EME1/POLQ/ORC1/MCM7/TRAIP/MCM2/CDT1/CDC45",45
"GO:0007051","BP","GO:0007051","spindle organization","40/592","235/20772",6.17274417242973e-20,7.77367524166634e-18,7.09079576751435e-18,"TUBG1/PPP2R1A/SAC3D1/TNKS/RACGAP1/GPSM2/STIL/CEP72/FBXO5/CCSAP/KIF4A/TUBB/FSD1/PRC1/HAUS8/NUF2/NDC80/STMN1/DLGAP5/KIF11/KIF15/SPAG5/SPC25/ESPL1/CENPJ/TTK/CCNB1/TACC3/CDCA8/AUNIP/NEK2/CCNB2/WDR62/CDC20/CENPH/PLK1/MYBL2/BIRC5/KIFC1/AURKB",40
"GO:0051784","BP","GO:0051784","negative regulation of nuclear division","23/592","64/20772",9.35393966884098e-20,1.12429513430514e-17,1.02553128757396e-17,"KNTC1/MAD2L1BP/FBXO5/TRIP13/FBXO43/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",23
"GO:0045839","BP","GO:0045839","negative regulation of mitotic nuclear division","22/592","57/20772",9.50351932173915e-20,1.12429513430514e-17,1.02553128757396e-17,"KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/TTK/CCNB1/MAD2L2/CDCA8/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",22
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","27/592","98/20772",1.63481961754202e-19,1.87715758437766e-17,1.71225844153085e-17,"EXOSC10/TNKS/KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/CENPF/SPC25/ESPL1/TTK/CCNB1/MAD2L2/CDCA8/MCM2/PIF1/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",27
"GO:0007088","BP","GO:0007088","regulation of mitotic nuclear division","29/592","125/20772",1.31460806766949e-18,1.46635139890906e-16,1.33753957681982e-16,"KNTC1/MAD2L1BP/FBXO5/TRIP13/FBXO43/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/SPC25/ESPL1/TTK/CCNB1/MAD2L2/CDCA8/NEK2/PKMYT1/CDT1/PDXP/HASPIN/CDC20/SPC24/PLK1/BIRC5/CDC25C/AURKB",29
"GO:0010948","BP","GO:0010948","negative regulation of cell cycle process","47/592","366/20772",4.80585243255353e-18,5.2116799713025e-16,4.75385929220135e-16,"HINFP/MACROH2A1/MIIP/APBB2/TNKS/KNTC1/MAD2L1BP/FBXO5/TIMELESS/E2F1/H2AX/DNA2/BRIP1/TRIP13/FBXO43/BUB1/E2F8/NUF2/NDC80/ZWINT/BUB1B/CCNF/TICRR/CENPF/DTL/RAD51/FANCD2/MYO16/SPC25/EME1/ESPL1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/EZH2/NEK2/GTSE1/CDT1/CDC45/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",47
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","33/592","181/20772",1.36121736117163e-17,1.43626826432811e-15,1.31009909895977e-15,"TUBG1/TNKS/RACGAP1/GPSM2/STIL/GPSM1/CCSAP/KIF4A/FSD1/PRC1/NUF2/NDC80/CENPA/STMN1/DLGAP5/KIF11/KIF15/SPC25/ESPL1/CENPJ/TTK/CCNB1/TACC3/CDCA8/NEK2/WDR62/CDC20/CENPH/PLK1/MYBL2/BIRC5/KIFC1/AURKB",33
"GO:0007052","BP","GO:0007052","mitotic spindle organization","30/592","148/20772",1.90604854941308e-17,1.95821408866017e-15,1.78619452705386e-15,"TUBG1/TNKS/RACGAP1/GPSM2/STIL/CCSAP/KIF4A/FSD1/PRC1/NUF2/NDC80/STMN1/DLGAP5/KIF11/KIF15/SPC25/CENPJ/TTK/CCNB1/TACC3/CDCA8/NEK2/WDR62/CDC20/CENPH/PLK1/MYBL2/BIRC5/KIFC1/AURKB",30
"GO:0045786","BP","GO:0045786","negative regulation of cell cycle","51/592","469/20772",2.13369586556216e-16,2.11751400497538e-14,1.93150072229069e-14,"HINFP/MACROH2A1/NLE1/MIIP/TFAP4/ZBTB17/APBB2/SUV39H1/TNKS/KNTC1/MAD2L1BP/FBXO5/TIMELESS/E2F1/H2AX/DNA2/BRIP1/TRIP13/FBXO43/BUB1/E2F8/NUF2/NDC80/ZWINT/BUB1B/CCNF/TICRR/CENPF/DTL/RAD51/FANCD2/MYO16/SPC25/EME1/ESPL1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/EZH2/NEK2/GTSE1/CDT1/CDC45/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",51
"GO:0000075","BP","GO:0000075","cell cycle checkpoint signaling","35/592","224/20772",2.16958402149117e-16,2.11751400497538e-14,1.93150072229069e-14,"HINFP/KNTC1/MAD2L1BP/TIMELESS/E2F1/H2AX/DNA2/BRIP1/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/CENPF/DTL/RAD51/FANCD2/SPC25/EME1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/GTSE1/CDT1/CDC45/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",35
"GO:1901988","BP","GO:1901988","negative regulation of cell cycle phase transition","41/592","313/20772",3.42257994889979e-16,3.25896393183043e-14,2.97267983751681e-14,"HINFP/MACROH2A1/MIIP/APBB2/KNTC1/MAD2L1BP/FBXO5/TIMELESS/E2F1/H2AX/DNA2/BRIP1/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/CENPF/DTL/RAD51/FANCD2/MYO16/SPC25/EME1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/EZH2/GTSE1/CDT1/CDC45/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",41
"GO:1901990","BP","GO:1901990","regulation of mitotic cell cycle phase transition","46/592","394/20772",4.55553562928886e-16,4.23447883255802e-14,3.86250050974541e-14,"ERCC3/SMARCD1/MIIP/TFAP4/SMARCB1/KNTC1/STIL/MAD2L1BP/FBXO5/CDC7/E2F1/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/DLGAP5/CENPF/DTL/BCL7A/MYO16/SPC25/DPF1/ESPL1/CENPJ/TTK/CCNB1/CDCA5/CDC25A/ORC1/MAD2L2/CDCA8/EZH2/UBE2C/GTSE1/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/CDC25C/AURKB/TERT",46
"GO:0051783","BP","GO:0051783","regulation of nuclear division","29/592","155/20772",6.28897209734238e-16,5.70980164372666e-14,5.20822340399248e-14,"KNTC1/MAD2L1BP/FBXO5/TRIP13/FBXO43/BUB1/NUF2/NDC80/ZWINT/BUB1B/DLGAP5/CENPF/SPC25/ESPL1/TTK/CCNB1/MAD2L2/CDCA8/NEK2/PKMYT1/CDT1/PDXP/HASPIN/CDC20/SPC24/PLK1/BIRC5/CDC25C/AURKB",29
"GO:0090329","BP","GO:0090329","regulation of DNA-templated DNA replication","19/592","59/20772",1.5943562173876e-15,1.41462878924572e-13,1.29036054627326e-13,"NUGGC/LIG3/MCM3/KAT7/MCM4/RFC4/RFC3/FBXO5/TIMELESS/CDC7/ENDOG/MCM5/E2F8/GINS2/CHTF18/TICRR/MCM7/MCM2/CDT1",19
"GO:0008608","BP","GO:0008608","attachment of spindle microtubules to kinetochore","17/592","46/20772",3.49701364142931e-15,3.03385361247556e-13,2.76734436232874e-13,"RACGAP1/CHAMP1/ECT2/NUF2/NDC80/KNL1/SPAG5/SPC25/CCNB1/CDCA8/SGO1/NEK2/CDT1/KIF2C/SPC24/BIRC5/AURKB",17
"GO:0006310","BP","GO:0006310","DNA recombination","42/592","354/20772",5.12690219250618e-15,4.35117959990089e-13,3.96894968358087e-13,"TOP3A/UBQLN4/LIG3/MCM3/ALYREF/MCM4/KDM1A/HMGB3/KPNA2/PSMC3IP/FEN1/TCF3/TIMELESS/CDC7/NSD2/HROB/H2AX/BRIP1/ENDOG/TRIP13/MCM5/XRCC2/BRME1/GINS2/TONSL/HMGB2/EXO1/H1-10/RAD51/FANCD2/RECQL4/EME1/POLQ/MAD2L2/MCM7/RAD54L/AUNIP/MCM2/PIF1/CDC45/MND1/H1-5",42
"GO:0006302","BP","GO:0006302","double-strand break repair","38/592","318/20772",8.41971092170431e-14,6.99373434858163e-12,6.37936887975939e-12,"TOP3A/UBQLN4/LIG3/SMARCD1/MCM3/MCM4/KDM1A/SMARCB1/PPP5C/FEN1/TIMELESS/CDC7/NSD2/H2AX/DNA2/BRIP1/TRIP13/MCM5/XRCC2/BRME1/GINS2/TONSL/HMGB2/RAD51/FANCD2/BCL7A/RECQL4/DPF1/EME1/POLQ/CDCA5/MAD2L2/MCM7/RAD54L/FOXM1/AUNIP/MCM2/CDC45",38
"GO:0007093","BP","GO:0007093","mitotic cell cycle checkpoint signaling","27/592","168/20772",3.04158773971605e-13,2.47382469496905e-11,2.2565112551446e-11,"KNTC1/MAD2L1BP/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/CENPF/DTL/FANCD2/SPC25/EME1/TTK/CCNB1/ORC1/MAD2L2/CDCA8/GTSE1/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",27
"GO:0051321","BP","GO:0051321","meiotic cell cycle","37/592","316/20772",3.38686877085161e-13,2.69843585334789e-11,2.46139141821503e-11,"BAG6/TOP3A/TUBG1/PPP2R1A/PSMC3IP/NCAPH2/EHMT2/FBXO5/H2AX/BRIP1/TRIP13/FBXO43/BUB1/XRCC2/NUF2/BRME1/NDC80/BUB1B/EXO1/RAD51/FANCD2/EME1/ESPL1/TTK/CDC25A/FANCA/NCAPH/PTTG1/RAD54L/SGO1/NEK2/CCNB2/MND1/CDC20/PLK1/PTTG3P/CDC25C",37
"GO:1903046","BP","GO:1903046","meiotic cell cycle process","32/592","242/20772",5.02027142421162e-13,3.91982792802443e-11,3.57549015328588e-11,"BAG6/TUBG1/PPP2R1A/PSMC3IP/NCAPH2/EHMT2/FBXO5/BRIP1/TRIP13/FBXO43/BUB1/NUF2/BRME1/NDC80/BUB1B/RAD51/FANCD2/EME1/ESPL1/TTK/CDC25A/FANCA/NCAPH/PTTG1/RAD54L/SGO1/CCNB2/MND1/CDC20/PLK1/PTTG3P/CDC25C",32
"GO:0045132","BP","GO:0045132","meiotic chromosome segregation","23/592","131/20772",2.6499510400449e-12,2.00268936798535e-10,1.82676286990251e-10,"BAG6/PPP2R1A/PSMC3IP/NCAPH2/EHMT2/FBXO5/BRIP1/TRIP13/BUB1/NUF2/NDC80/BUB1B/FANCD2/EME1/ESPL1/TTK/NCAPH/PTTG1/SGO1/CCNB2/MND1/PLK1/PTTG3P",23
"GO:1901991","BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","29/592","212/20772",2.66751657621e-12,2.00268936798535e-10,1.82676286990251e-10,"MIIP/KNTC1/MAD2L1BP/FBXO5/TRIP13/BUB1/NUF2/NDC80/ZWINT/BUB1B/TICRR/CENPF/DTL/MYO16/SPC25/TTK/CCNB1/ORC1/MAD2L2/CDCA8/EZH2/GTSE1/CDT1/HASPIN/CDC20/SPC24/PLK1/BIRC5/AURKB",29
"GO:0051225","BP","GO:0051225","spindle assembly","25/592","164/20772",7.75483843666591e-12,5.71224325598938e-10,5.21045053252051e-10,"SAC3D1/TNKS/RACGAP1/GPSM2/STIL/FBXO5/CCSAP/KIF4A/TUBB/PRC1/HAUS8/NDC80/KIF11/KIF15/SPAG5/CENPJ/CDCA8/NEK2/CCNB2/CDC20/PLK1/MYBL2/BIRC5/KIFC1/AURKB",25
