"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0031345","BP","GO:0031345","negative regulation of cell projection organization",73,0.632651118352035,1.6211429809644,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1055,"tags=47%, list=20%, signal=38%","PRNP/MBP/SPP1/GFAP/ITM2C/GDI1/SPOCK1/EFNA1/SEMA6A/DENND5A/FYN/CRMP1/SEMA4B/TSKU/PMP22/MAP4/LPAR1/NRP1/VIM/RGMA/YWHAH/LRP4/FLNA/THY1/SEMA5A/SEMA5B/SEMA3A/B2M/HDAC6/ARF6/PSEN1/GORASP1/DPYSL5/STMN2"
"GO:0050768","BP","GO:0050768","negative regulation of neurogenesis",49,0.64820665713949,1.62015497466414,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1075,"tags=53%, list=20%, signal=43%","MBP/SPP1/GDI1/NR2E1/CDKN2B/SEMA6A/GPR37L1/SEMA4B/ID4/NRP1/YWHAH/LRP4/THY1/SEMA5A/SIRT2/SEMA5B/BMP7/SEMA3A/CTNNB1/B2M/HDAC6/CTNNA1/PSEN1/GORASP1/DPYSL5/SORL1"
"GO:0043202","CC","GO:0043202","lysosomal lumen",46,0.650183466813258,1.61869563345449,9.99900009999e-05,0.00823747082508228,0.00719619070078759,700,"tags=43%, list=13%, signal=38%","GNS/PSAP/TPP1/CTSB/CTSD/LAMP2/NCAN/CHID1/CTSA/BGN/SDC2/PLD3/GM2A/SCARB2/SDC3/EPDR1/GALC/GUSB/GPC1/NEU1"
"GO:0051961","BP","GO:0051961","negative regulation of nervous system development",50,0.64060847974924,1.603154396837,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1075,"tags=52%, list=20%, signal=42%","MBP/SPP1/GDI1/NR2E1/CDKN2B/SEMA6A/GPR37L1/SEMA4B/ID4/NRP1/YWHAH/LRP4/THY1/SEMA5A/SIRT2/SEMA5B/BMP7/SEMA3A/CTNNB1/B2M/HDAC6/CTNNA1/PSEN1/GORASP1/DPYSL5/SORL1"
"GO:0061134","MF","GO:0061134","peptidase regulator activity",50,0.639440387986281,1.60023118944138,9.99900009999e-05,0.00823747082508228,0.00719619070078759,429,"tags=36%, list=8%, signal=33%","PRNP/SERPINA3/SERPINE2/TIMP3/C3/SERPING1/CAV1/APLP2/BST2/FBLN1/SPOCK1/A2M/PINK1/CST3/PROS1/PCOLCE/SERPINB6/SERPINH1"
"GO:0005788","CC","GO:0005788","endoplasmic reticulum lumen",108,0.612493582405536,1.60020633207596,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1018,"tags=46%, list=19%, signal=38%","IGFBP7/OS9/SPP1/THBS1/COL1A2/CLU/GANAB/C3/SUMF2/CSF1/SERPING1/TMEM132A/APLP2/LTBP1/CALR/SCG2/CST3/SDC2/SPARCL1/NUCB1/PLOD3/LAMB2/LRPAP1/COL4A2/DAG1/ERP29/TMEM43/LAMC1/TGOLN2/SERPINH1/GOLM1/PRSS23/CANX/FOXRED2/SUMF1/PLAUR/SHISA5/FUCA2/TSPAN33/COL8A1/COL16A1/TNC/B2M/P4HB/PDIA6/CKAP4/FAM20C/PTGS2/HSPA5/COL28A1"
"GO:0007565","BP","GO:0007565","female pregnancy",53,0.635812659249461,1.59702078795199,9.99900009999e-05,0.00823747082508228,0.00719619070078759,772,"tags=40%, list=15%, signal=34%","IGFBP7/SPP1/CTSB/IGFBP2/CNR1/PAM/DDR1/CALR/CAPN2/FBLN1/MAGED2/FOS/GJA1/BSG/SPHK2/MMP2/TRO/SLC38A3/PCSK5/COL16A1/SLC2A1"
"GO:0044703","BP","GO:0044703","multi-organism reproductive process",57,0.629250450389611,1.58783227068434,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1294,"tags=51%, list=25%, signal=39%","IGFBP7/SPP1/CTSB/SERPINE2/IGFBP2/CNR1/PAM/DDR1/CALR/CAPN2/FBLN1/MAGED2/FOS/GJA1/BSG/SPHK2/MMP2/TRO/SLC38A3/PCSK5/COL16A1/SLC2A1/PTGS2/MAFF/NR2F2/ITGA5/ITGA3/NDP/OXTR"
"GO:0010466","BP","GO:0010466","negative regulation of peptidase activity",55,0.628743986429253,1.58282775579837,9.99900009999e-05,0.00823747082508228,0.00719619070078759,610,"tags=38%, list=12%, signal=34%","THBS1/SERPINA3/LRP1/CTSB/CD44/SERPINE2/TIMP3/SERPING1/APLP2/IFI16/SPOCK1/A2M/AQP1/POR/CST3/SERPINB6/SERPINH1/TMED10/PLAUR/ARL6IP1/PCSK1N"
"GO:0044706","BP","GO:0044706","multi-multicellular organism process",58,0.625792601030624,1.580896886117,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1294,"tags=50%, list=25%, signal=38%","IGFBP7/SPP1/CTSB/SERPINE2/IGFBP2/CNR1/PAM/DDR1/CALR/CAPN2/FBLN1/MAGED2/FOS/GJA1/BSG/SPHK2/MMP2/TRO/SLC38A3/PCSK5/COL16A1/SLC2A1/PTGS2/MAFF/NR2F2/ITGA5/ITGA3/NDP/OXTR"
"GO:1901681","MF","GO:1901681","sulfur compound binding",68,0.616666324058183,1.57380985623289,9.99900009999e-05,0.00823747082508228,0.00719619070078759,935,"tags=44%, list=18%, signal=37%","PRNP/GNS/LPL/THBS1/LRP1/SERPINE2/FGF1/THBS2/PTPRF/ALDH6A1/APLP2/APLP1/TKT/FGFR1/LRPAP1/PCOLCE/EFEMP2/POSTN/GAL3ST3/SUMF1/NRP1/HBEGF/MCCC1/SEMA5A/BMP7/AAMP/ZNF146/FGFRL1/NAV2/ILVBL"
"GO:0030667","CC","GO:0030667","secretory granule membrane",100,0.603587042852892,1.5708298569053,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1059,"tags=46%, list=20%, signal=37%","PSAP/CD44/SPARC/LAMP2/SURF4/CPE/TMBIM1/PAM/LGALS3/RAB10/HLA-C/CAV1/APLP2/BST2/PLAU/HLA-B/SLC44A2/CD59/ATP11A/RND2/MLEC/TOM1/SERPINB6/LPCAT1/BSG/ATP6AP2/ITGAV/TMED10/PLAUR/ABCA3/NCSTN/SIRPA/AP1M1/CD47/DGAT1/NFASC/MAGT1/TMEM30A/HMOX2/PSEN1/CKAP4/MOSPD2/GLIPR1/SNAP25/ATP6V0A1/SYTL4"
"GO:0005775","CC","GO:0005775","vacuolar lumen",71,0.612291591065862,1.56640871162628,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1160,"tags=49%, list=22%, signal=39%","GNS/PSAP/SERPINA3/TPP1/CTSB/CTSD/LAMP2/C3/NCAN/VAT1/CHID1/CTSA/PYGB/BGN/SDC2/PLD3/TUBB/GM2A/SCARB2/SDC3/EPDR1/GALC/FUCA2/GUSB/GPC1/NEU1/ACLY/PRDX6/GALNS/SDC4/C6orf120/DPP7/ACP2/SGSH/IDS"
"GO:0030141","CC","GO:0030141","secretory granule",246,0.577511297130747,1.55300076213206,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1059,"tags=41%, list=20%, signal=35%","GNS/PSAP/THBS1/SERPINA3/CTSB/CD44/CLU/SERPINE2/TIMP3/CTSD/CHI3L1/SPARC/LAMP2/C3/LGALS3BP/SURF4/THBS2/CPE/ACTN1/TMBIM1/GNAI2/PAM/LGALS3/RAB10/HLA-C/SERPING1/VAT1/CAV1/APLP2/BST2/CALR/CTSA/A2M/SCG2/FAM3C/PLAU/HLA-B/PYGB/CST3/ABHD2/PROS1/MVP/DBNL/SLC44A2/CD59/ATP11A/TUBB/GM2A/RND2/MLEC/MAGED2/SLC6A9/TOM1/SERPINB6/PSMC3/LPCAT1/BSG/PFKL/ATP6AP2/ACAA1/ITGAV/TMED10/PLAUR/FUCA2/PCSK1N/ABCA3/GUSB/PCSK1/NCSTN/ACTN4/GSN/NEU1/SIRPA/SYPL1/ACLY/PRDX6/APEH/ALDOA/VTI1B/CYFIP1/AP1M1/SLC9A8/CD47/DGAT1/ECE1/NFASC/MAGT1/TMEM30A/B2M/CTNNA1/GALNS/HMOX2/PSEN1/CKAP4/PDXK/MOSPD2/C6orf120/GLIPR1/SNAP25/DPP7/ATP6V0A1/SYTL4"
"GO:0009986","CC","GO:0009986","cell surface",238,0.577683567381904,1.55257927388677,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1310,"tags=50%, list=25%, signal=39%","PRNP/MBP/LPL/THBS1/HLA-E/CTSB/CD44/CLU/SERPINE2/TNFRSF1A/HLA-A/SRPX/SPARC/CAPN5/GPRC5B/F3/SORT1/C3/PAM/LGALS3/ICAM1/HLA-C/CLIC4/ADAM9/BST2/CALR/CAPN2/NOTCH2/PLAU/HLA-B/ADCYAP1R1/BGN/SLC3A2/SLC1A3/SDC2/GPR37/OSMR/MSN/GRIA2/ACHE/LRRC8A/LRPAP1/FCGRT/GRIA1/ENO2/CD59/DAG1/ERP29/LIFR/SDC3/SFRP4/DCBLD2/NRCAM/ANXA5/ATP6AP2/AZGP1/PLXNB2/LPAR1/ITGAV/PLAUR/RGMA/HBEGF/NLGN3/P2RY1/CX3CL1/NCAM1/TSPAN33/SLC1A2/GPC1/FERMT2/LRP4/HYAL2/CLPTM1/SLC6A1/THY1/SIRPA/MPZL1/PVR/AAMP/CD47/ECE1/VCAM1/CD276/RAMP3/B2M/P4HB/SULF2/PSEN1/SLC4A4/ITGB1/SDC4/HSPA5/SULF1/RAMP1/CD274/HM13/SORL1/EGFR/HSPA2/LMAN2/HLA-DRA/FLOT1/ABCA1/TLN1/MAP3K5/ADAM15/CD99L2/ITGA5/SLC4A3/CLSTN1/ITGA3/IL6ST/NDP/CDH13/PKD1/ANXA2/IL13RA1/CD151/TMEM8B"
"GO:0048018","MF","GO:0048018","receptor ligand activity",57,0.614429378853478,1.55043321017255,9.99900009999e-05,0.00823747082508228,0.00719619070078759,765,"tags=39%, list=15%, signal=33%","SPP1/CXCL14/METRN/FGF1/CSF1/LGALS3/NAMPT/CMTM3/SCG2/FAM3C/SEMA6A/LRPAP1/SEMA4B/COPA/HBEGF/CX3CL1/SEMA5A/CLCF1/SEMA5B/BMP7/JAG1/SEMA3A"
"GO:0045861","BP","GO:0045861","negative regulation of proteolysis",85,0.599321302829806,1.54793957859181,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1381,"tags=53%, list=26%, signal=40%","PRNP/THBS1/SERPINA3/LRP1/CTSB/CD44/SERPINE2/TIMP3/SERPING1/APLP2/IFI16/SPOCK1/A2M/EFNA1/PLAU/AQP1/POR/CST3/MAP1A/SERPINB6/SERPINH1/TMED10/PLAUR/ARL6IP1/PCSK1N/PSMF1/DDRGK1/HDAC6/PSEN1/SGTA/PTGS2/COL28A1/SORL1/CARD8/TAF1/HGF/PML/BIN1/GIPC1/SPOCK2/HIPK2/CRB2/NOL3/GLG1/PAK2"
"GO:0030246","MF","GO:0030246","carbohydrate binding",65,0.608069494801742,1.5476300995653,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1276,"tags=55%, list=24%, signal=42%","OS9/NPTX2/CHI3L1/GANAB/NCAN/PAM/LGALS3/CHID1/CALR/P4HTM/PLOD3/PFKP/MLEC/HK1/BSG/PFKL/PLOD1/CANX/GAL3ST3/GALNT2/GUSB/CDIPT/ATRN/DGCR2/ALDOA/SLC2A8/GALK1/MRC2/EGLN3/LMAN2/HLA-DRA/LMAN1/TALDO1/COLEC12/P4HA2/PKD1"
"GO:0034774","CC","GO:0034774","secretory granule lumen",97,0.591612336931593,1.53745027962217,9.99900009999e-05,0.00823747082508228,0.00719619070078759,781,"tags=38%, list=15%, signal=33%","GNS/THBS1/SERPINA3/CLU/TIMP3/CTSD/CHI3L1/SPARC/C3/LGALS3BP/ACTN1/SERPING1/VAT1/CTSA/A2M/FAM3C/PYGB/PROS1/MVP/DBNL/TUBB/GM2A/MAGED2/PSMC3/PFKL/ACAA1/FUCA2/GUSB/PCSK1/ACTN4/GSN/NEU1/ACLY/PRDX6/ALDOA/VTI1B/CYFIP1"
"GO:0005198","MF","GO:0005198","structural molecule activity",168,0.577974526854334,1.53673481150651,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1239,"tags=46%, list=24%, signal=36%","MBP/IGFBP7/THBS1/COL1A2/TUBB3/SRPX/CHI3L1/SPARC/GFAP/THBS2/ACTN1/GPM6B/LTBP1/MATN2/FBLN1/SPTBN1/MAP1B/BGN/LMNA/NUP188/TUBB2B/TUBA1C/MSN/NPNT/MAP1A/GNL1/LAMB2/ELN/PCOLCE/DBNL/TUBB6/COL4A2/DAG1/TUBB/LAMC1/PLP1/EFEMP2/ACTB/TUBB2A/COPA/POSTN/ASPH/DST/MAP4/COPG1/TPM4/NUTF2/VIM/COL8A1/CRELD1/CTNNA2/CSRP1/SNTA1/JAG1/MPZL1/ARPC1B/COL16A1/ARPC4/TNC/TMEM30A/CTNNA1/CSRP2/RPL7L1/BICD1/COL28A1/EPB41L1/LAMB1/FN1/EMILIN1/NUMA1/EFEMP1/POM121/TLN1/ABI3BP/COLQ/SNTB2/TPM2"
"GO:0031983","CC","GO:0031983","vesicle lumen",99,0.589777494320047,1.53405226534566,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1221,"tags=47%, list=23%, signal=37%","GNS/THBS1/SERPINA3/CLU/TIMP3/CTSD/CHI3L1/SPARC/C3/LGALS3BP/ACTN1/SERPING1/VAT1/CTSA/A2M/FAM3C/PYGB/PROS1/MVP/DBNL/TUBB/GM2A/MAGED2/PSMC3/PFKL/ACAA1/FUCA2/GUSB/PCSK1/ACTN4/GSN/NEU1/ACLY/PRDX6/ALDOA/VTI1B/CYFIP1/B2M/GALNS/PDXK/C6orf120/DPP7/EGFR/FN1/HGF/EEF2/PTGES2"
"GO:0060205","CC","GO:0060205","cytoplasmic vesicle lumen",98,0.58950549332091,1.53266131818878,9.99900009999e-05,0.00823747082508228,0.00719619070078759,781,"tags=38%, list=15%, signal=33%","GNS/THBS1/SERPINA3/CLU/TIMP3/CTSD/CHI3L1/SPARC/C3/LGALS3BP/ACTN1/SERPING1/VAT1/CTSA/A2M/FAM3C/PYGB/PROS1/MVP/DBNL/TUBB/GM2A/MAGED2/PSMC3/PFKL/ACAA1/FUCA2/GUSB/PCSK1/ACTN4/GSN/NEU1/ACLY/PRDX6/ALDOA/VTI1B/CYFIP1"
"GO:0042277","MF","GO:0042277","peptide binding",91,0.590275044971541,1.52903559765466,9.99900009999e-05,0.00823747082508228,0.00719619070078759,298,"tags=25%, list=6%, signal=24%","PRNP/LRP1/TPP1/SLC7A8/HLA-E/CLU/HLA-A/TUBB3/TAPBP/ITM2C/HLA-C/CALR/APBA2/SEC61A1/HLA-B/ADCYAP1R1/CST3/GPR37/GRIA2/GPR37L1/ACHE/LRPAP1/GRIA1"
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion",88,0.588459615874162,1.52218876972231,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1300,"tags=52%, list=25%, signal=40%","LIMCH1/THBS1/CDKN2A/BCL6/GPM6B/CSF1/PDPN/DDR1/CALR/FBLN1/SPOCK1/PLAU/NEDD9/NPNT/SPRY4/DAG1/EFEMP2/FAM107A/PTPRA/NRP1/CX3CL1/APOD/FERMT2/FLNA/ACTN4/GBP1/COL8A1/THY1/DLC1/JAG1/COL16A1/ABL1/PREX1/P4HB/CRKL/POLDIP2/SDC4/FN1/EMILIN1/TLN1/ABI3BP/ADAM15/ITGA5/ITGA3/CDH13/SPOCK2"
"GO:0033218","MF","GO:0033218","amide binding",120,0.575270106711634,1.50996329575713,9.99900009999e-05,0.00823747082508228,0.00719619070078759,298,"tags=24%, list=6%, signal=23%","PRNP/PSAP/GLUL/LRP1/TPP1/SLC7A8/HLA-E/CLU/HLA-A/TUBB3/TAPBP/FKBP5/ITM2C/HLA-C/ALDH6A1/CALR/PLTP/APBA2/SEC61A1/HLA-B/ADCYAP1R1/SLC1A3/CST3/GPR37/GRIA2/GPR37L1/ACHE/LRPAP1/GRIA1"
"GO:0099503","CC","GO:0099503","secretory vesicle",300,0.554586506445549,1.49905540117774,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1059,"tags=38%, list=20%, signal=32%","GNS/PSAP/THBS1/SERPINA3/CTSB/CD44/CLU/SERPINE2/TIMP3/CTSD/CHI3L1/SPARC/LAMP2/C3/LGALS3BP/SURF4/THBS2/CPE/ACTN1/TMBIM1/GNAI2/PAM/LGALS3/RAB10/HLA-C/SERPING1/VAT1/CAV1/APLP2/CDK16/BST2/CALR/CTSA/A2M/SCG2/FAM3C/TRIM9/PLAU/HLA-B/PYGB/CST3/ABHD2/ATP6V0E2/PROS1/MVP/GRIA1/DBNL/SLC44A2/CD59/ATP11A/TUBB/GM2A/RND2/MLEC/MAGED2/SLC6A9/TMED9/PDE4B/TOM1/SERPINB6/ATP6AP1/PSMC3/LPCAT1/BSG/PFKL/ATP6AP2/ACAA1/ITGAV/TMED10/PLAUR/STX12/FUCA2/PCSK1N/ABCA3/GUSB/PCSK1/NCSTN/ACTN4/GSN/NEU1/SIRPA/SYPL1/ACLY/PRDX6/APEH/ALDOA/RAB8A/VTI1B/CYFIP1/AP1M1/SLC9A8/CD47/DGAT1/ECE1/ATP6V1B2/NFASC/MAGT1/TMEM30A/B2M/CTNNA1/SV2A/GALNS/SLC2A8/HMOX2/PSEN1/CKAP4/PDXK/MOSPD2/BICD1/C6orf120/GLIPR1/SNAP25/DPP7/ATP6V0A1/SYTL4"
"GO:0048545","BP","GO:0048545","response to steroid hormone",105,0.570611439109429,1.48865147690781,9.99900009999e-05,0.00823747082508228,0.00719619070078759,750,"tags=31%, list=14%, signal=28%","MBP/IGFBP7/SPP1/THBS1/IGFBP2/PAM/FIBIN/CAV1/ADAM9/CALR/A2M/MAOB/NR2E1/AQP1/POR/ABHD2/PMEPA1/SGK1/CDO1/ATP1A1/FOS/FAM107A/PAQR8/SAFB2/ABCA3/PCSK1/GABRB1/YWHAH/LOX/DDIT4/LBH/DDRGK1/BMP7"
"GO:1901654","BP","GO:1901654","response to ketone",73,0.580920290296194,1.48858481996619,9.99900009999e-05,0.00823747082508228,0.00719619070078759,690,"tags=32%, list=13%, signal=28%","MBP/IGFBP7/SPP1/THBS1/FIBIN/CAV1/CALR/A2M/MAOB/AQP1/POR/ABHD2/SGK1/MSN/PSPH/CDK4/GNB1/FOS/POSTN/SPHK2/CA9/GABRB1/DDIT4"
"GO:0030155","BP","GO:0030155","regulation of cell adhesion",257,0.55137251805963,1.48417437620755,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1315,"tags=43%, list=25%, signal=34%","PRNP/MBP/LIMCH1/THBS1/HLA-E/CDKN2A/CD44/SERPINE2/HLA-A/IGFBP2/BCL6/GPM6B/CSF1/LGALS3/TNFRSF21/CAV1/PDPN/DDR1/ADAM9/CALR/NFKBIZ/FBLN1/SPOCK1/EFNA1/PLAU/CHST2/NEDD9/JAM3/CELSR2/CD81/SEMA6A/NPNT/PLXNA4/AP3D1/SPRY4/LAMB2/FYN/DAG1/LAMC1/EFEMP2/ACTB/PAG1/ZBTB16/FAM107A/PTPRA/ITPKB/PLXNB2/ITGAV/NRP1/PLAUR/MMP2/IRAK1/CX3CL1/TFE3/APOD/FERMT2/FLNA/ACTN4/GBP1/DUSP1/COL8A1/THY1/SEMA5A/SIRPA/BMP7/FOXO3/DLC1/JAG1/CD164/COL16A1/ABL1/PREX1/CD47/TNC/VCAM1/DNAJA3/RC3H1/CD276/B2M/P4HB/PPP1CB/CRKL/POLDIP2/SDC4/CD274/PRKD2/LAMB1/FN1/EMILIN1/PRKCA/RDX/HLA-DRA/FLOT1/TLN1/MAD1L1/ABI3BP/ADAM15/VPS33B/SWAP70/TNFSF13B/ITGA5/PML/ITGA3/IL6ST/CDH13/PKD1/SPOCK2/PKP4/LAMA5/PPP2R1A"
"GO:0052547","BP","GO:0052547","regulation of peptidase activity",110,0.564951167762211,1.4775807098462,9.99900009999e-05,0.00823747082508228,0.00719619070078759,1341,"tags=46%, list=25%, signal=35%","MBP/THBS1/SERPINA3/LRP1/CTSB/CD44/SERPINE2/TIMP3/CTSD/F3/SERPING1/CAV1/APLP2/IFI16/SPOCK1/A2M/EFNA1/PINK1/AQP1/POR/CST3/FYN/SERPINB6/SERPINH1/ASPH/TMED10/PLAUR/ARL6IP1/PCSK1N/NCSTN/GSN/STAT3/DDRGK1/DLC1/PSMB9/AKIRIN2/MTCH1/MUL1/PTGS2/COL28A1/EGLN3/SORL1/CARD8/HGF/MAP3K5/HSF1/PML/BIN1/SPOCK2/CRB2/NOL3"
