"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"197","Upregulated","BP","GO:0046854","phosphatidylinositol phosphate biosynthetic process","32/4446","66/18870",8.56127860267509e-06,0.00027309174994523,0.000210978449989514,"ATM/EFR3A/EFR3B/FIG4/IMPA1/INPP1/INPP5E/IP6K1/ITPKB/ITPKC/PI4K2A/PI4KA/PI4KAP2/PI4KB/PIK3C2A/PIK3CA/PIK3CB/PIK3R1/PIK3R2/PIK3R4/PIP4K2A/PIP4K2C/PIP5K1A/PIP5K1C/SOCS2/SOCS3/SOCS4/SOCS6/TMEM150A/TTC7A/TTC7B/UVRAG",32
"198","Upregulated","BP","GO:0051235","maintenance of location","118/4446","350/18870",9.01009362630231e-06,0.000285956708826685,0.00022091734080014,"ABCA1/ABL1/AKAP6/ALKBH7/ANK2/ANXA6/ARHGAP21/ARL2/BAX/BSCL2/C3/CALM1/CALM3/CALR/CAMK2D/CAV1/CCDC22/CCDC88A/CDS2/CIZ1/CTNND1/CX3CL1/DBN1/DGAT1/DIAPH1/DZIP1/EHD1/F2R/FAF1/FBN1/FKBP1A/FLNA/FTO/G3BP2/GAA/GM2A/GOLPH3/GPAA1/GSN/HAP1/HEXA/HK1/HNRNPU/HSPA5/IBTK/IGSF11/ITGAV/ITPR1/KDELR1/KDELR2/KEAP1/LETM1/LPL/LTBP1/LYN/MCOLN1/MORC3/MOSPD2/NAGLU/NFKBIB/NFKBIE/NOL3/NPC2/NR1H2/NR1H3/OS9/OSBPL11/PAFAH1B1/PDE4D/PINK1/PKD1/PLA2G4C/PLCB1/PLCB3/PLCD1/PLIN2/PLIN3/PML/PNPLA2/PPARA/PPARD/PRKACA/PRKCE/PRKD1/PSEN1/PTK2B/PTPN2/RANGAP1/RASA3/RER1/RNF213/RYR3/SCARB1/SIRT1/SLC25A23/SLC30A7/SLC8A1/SOAT1/SORL1/SP100/SREBF1/SREBF2/STAT5B/SUN1/SUN2/SYNE1/TAF3/TAF8/TBCCD1/THY1/TMEM38A/TMEM38B/TPCN1/TSPO/TWF2/UVRAG/VPS13A/YWHAB",118
"199","Upregulated","BP","GO:0030968","endoplasmic reticulum unfolded protein response","35/4446","75/18870",9.68010165145078e-06,0.000305677179787521,0.000236152493078503,"AMFR/ATF3/ATF6/ATF6B/BAK1/BAX/BCL2L11/BFAR/CDK5RAP3/COPS5/CREBZF/CTH/DDRGK1/DNAJB9/EIF2S1/ERLEC1/HERPUD2/HSPA5/MBTPS1/NCK2/OS9/PARP8/PIK3R1/PPP1R15A/PTPN1/PTPN2/QRICH1/RHBDD2/SERP2/STUB1/TBL2/TMEM33/UFL1/VAPB/WFS1",35
"200","Upregulated","BP","GO:0097193","intrinsic apoptotic signaling pathway","109/4446","319/18870",1.00174398701659e-05,0.000314747960720611,0.000243160172006342,"ABL1/AEN/ARMC10/ATM/BAG5/BAK1/BAX/BCL2L1/BCL2L11/BCLAF1/BID/CASP3/CASP4/CAV1/CD24/CD44/CDKN1A/CDKN2D/CLU/CTNNB1/CUL1/CUL4A/CYLD/DAXX/DDIT4/DYRK2/EIF5A/EPHA2/ERCC2/ERP29/FIGNL1/FIS1/FLCN/FNIP2/FYN/FZD1/GPX1/GRINA/HDAC1/HIF1A/HIPK1/HIPK2/HNRNPK/HRAS/HTRA2/HYOU1/IFI16/IFI6/ITPR1/IVNS1ABP/MAP3K5/MAPK7/MAPK8IP1/MCL1/MDM2/MIR21/MOAP1/MSH2/MSX1/MUC1/MYC/NACC2/NBN/NCK2/NOC2L/NOL3/NONO/NUPR1/P4HB/PARL/PDK2/PHLDA3/PIAS4/PIK3CB/PIK3R1/PINK1/PLAGL2/PLAUR/PLEKHF1/PML/PPIF/PPP1R13B/PPP1R15A/PTGS2/PTPN1/PTPN2/PTTG1IP/PYCR1/QRICH1/RRP8/SCN2A/SERINC3/SFPQ/SGMS1/SGPP1/SHISA5/SIRT1/SKIL/SOD2/STK11/STK25/TMEM109/TMEM161A/TNFRSF1A/TP53BP2/TRAF2/UBQLN1/WFS1/WWOX",109
"201","Upregulated","BP","GO:1903432","regulation of TORC1 signaling","41/4446","93/18870",1.00906299755604e-05,0.000315470242619012,0.000243718174638829,"AKT1S1/ATM/ATXN3/C9orf72/CLEC16A/CTNS/FLCN/FNIP2/GPR137/GPR155/ITFG2/LAMTOR1/LAMTOR3/MAPK3/MIOS/NLK/NPRL2/NPRL3/OTUD5/PIH1D1/PIM1/PRKACA/PRKACB/RHEB/RRAGD/SEH1L/SESN1/SESN2/STK11/SZT2/TBK1/TELO2/TSC1/TSC2/UBE2W/UBE3A/USP4/VHL/WDR24/WDR59/YWHAG",41
"202","Upregulated","BP","GO:0016233","telomere capping","22/4446","39/18870",1.02619164706538e-05,0.00031923704505737,0.000246628237429158,"ACD/ATM/CTC1/DCLRE1B/ERCC1/HNRNPD/MAPK1/MAPK3/MAPKAPK5/NBN/NEK7/PKIB/PNKP/POT1/SMG6/SPDYA/TERF2/TERF2IP/TFIP11/TINF2/TNKS/TNKS2",22
"203","Upregulated","BP","GO:0046777","protein autophosphorylation","74/4446","199/18870",1.03402554978866e-05,0.000320089485461672,0.000247286794691485,"ABL1/ATM/ATR/CALM1/CALM3/CAMK2B/CAMK2D/CAMKK2/CAV1/CDK12/CLK2/DAPK3/DDR1/DDR2/EEF2K/EGFR/EIF2AK1/EPHB3/EPHB4/ERBB2/FAM20C/FGFR1/FGFR3/IGF1R/IRAK1/LMTK2/LYN/MAP2K2/MAP3K12/MAP3K13/MAPK3/MAPKAPK2/MAPKAPK3/MAPKAPK5/MARK2/MARK3/MOB1B/MTOR/MVP/NBN/NEK6/NTRK2/OXSR1/PAK2/PDGFC/PEAK1/PIM1/PIM2/PIM3/PINK1/PPP2R5B/PRKD1/PRKD2/PRKX/PTK2/PTK2B/RAP2A/RAP2B/RAP2C/RASSF2/RIPK1/STK11/STK17B/STK25/STK39/TAF1/TAOK1/TAOK2/TESK1/TNIK/TNKS1BP1/UHMK1/VRK2/WNK3",74
"204","Upregulated","BP","GO:1904262","negative regulation of TORC1 signaling","25/4446","47/18870",1.05764724100018e-05,0.000325796826590448,0.000251696030727184,"AKT1S1/ATM/ATXN3/ITFG2/MAPK3/MIOS/NLK/NPRL2/NPRL3/PRKACA/PRKACB/SEH1L/SESN1/SESN2/STK11/SZT2/TBK1/TSC1/TSC2/UBE2W/UBE3A/VHL/WDR24/WDR59/YWHAG",25
"205","Upregulated","BP","GO:0050803","regulation of synapse structure or activity","89/4446","250/18870",1.0701488816695e-05,0.000328039784020055,0.000253428839140422,"ABL1/ADAM10/ADNP/AGRN/AMIGO2/APP/ARC/ARF6/ASAP1/BAIAP2/C1QL1/CAMK1/CAMK2B/CAPRIN1/CDH2/CHD4/CLSTN1/CLSTN3/CNTNAP1/COLQ/CRIPT/CTNNA2/CTNNB1/CTTNBP2/CYFIP1/DAG1/DBN1/DCTN1/DHX36/DMPK/DNM3/DTNBP1/DVL1/EEF2K/EFNA1/EGLN1/EIF4G1/EPHB3/FLRT2/FYN/FZD1/GPC4/GPM6A/GPR158/IL1RAP/ITGB1/LRFN4/LRP4/LRRC4B/LRRTM2/LZTS1/MAPK14/NEDD4/NEDD9/NLGN1/NLGN2/NLGN3/NRCAM/NRP2/NTN1/NTRK2/OGT/OXTR/PAFAH1B1/PCDH8/PDLIM5/PPFIA2/PRNP/PSEN1/PTK2B/PTPRO/RAP2A/RHOB/ROBO2/SETD5/SIPA1L1/SLC7A11/SLITRK3/SNAP25/SRPX2/STAU2/SYBU/TANC2/THBS2/TIAM1/TUBB/VHL/VPS35/WASL",89
"206","Upregulated","BP","GO:0048872","homeostasis of number of cells","108/4446","316/18870",1.08497690612893e-05,0.000330970625151174,0.000255693075680461,"ABL1/ACVR2A/ADAM17/ADAR/ANKRD54/AP3B1/ARMCX1/ARNT/ASXL1/AXL/B2M/BAK1/BAP1/BAX/BCL2L11/BCL6/BRD1/CASP3/CDH2/CDK5RAP3/CFLAR/CHST3/CITED2/CRISPLD1/CSF1/DNAJA3/DNASE2/EPAS1/ERCC2/ETS1/EXT1/F2R/FADD/FAM210B/FANCC/FAS/FLVCR1/FOSL2/FOXO3/FSTL1/GLIS2/GPI/HIF1A/HIPK2/HOXA5/HSPA1B/HSPA9/IL7/ISG15/ITPKB/JAM3/JMJD6/LGR4/LYN/MAEA/MAFB/MAPK14/MFHAS1/MTHFD1/NCAPG2/NCSTN/NFKBIZ/NLE1/NOTCH1/OCIAD1/OCIAD2/P4HTM/PACS1/PDE4B/PIK3CB/PKN1/PPP2R1A/PPP2R3C/PRMT1/PTPN2/RASSF2/RC3H1/RCOR1/SKIL/SLC11A2/SLC15A4/SLC1A5/SLC25A38/SLC39A3/SLC40A1/SLC7A11/SOS1/SOS2/SOX9/SP3/SRF/STAT1/STAT3/STAT5B/TCIRG1/TGFBR3/THRA/TMOD3/TNFSF13B/TRAF3IP2/UBA5/UBAP2L/UFL1/VHL/VPS54/ZBTB7A/ZFP36/ZFX",108
"207","Upregulated","BP","GO:0016055","Wnt signaling pathway","148/4446","459/18870",1.12111174138579e-05,0.000340341361491221,0.000262932486716056,"ABL1/ADNP/AMFR/AMOTL1/ANKRD6/APC/APCDD1/APP/ATP6AP2/AXIN1/BCL7B/BCL9/C12orf43/CAV1/CCNYL1/CD24/CDH2/CDK14/CELSR2/CITED1/CPE/CSNK1D/CSNK1E/CSNK1G1/CSNK1G2/CSNK2A1/CTNNB1/CTNND1/CTNND2/CYLD/DAAM1/DAAM2/DACT1/DAPK3/DKK3/DVL1/DVL2/DVL3/EDNRB/EGFR/EMD/EXT1/FBXW11/FERMT2/FOXD1/FOXO1/FRMD8/FUZ/FZD1/FZD3/FZD7/G3BP1/GNAQ/GPC4/GPRC5B/GRB10/GRK6/HDAC1/IFT80/IGFBP2/IGFBP4/IGFBP6/ILK/ITGA3/KANK1/KPNA1/LGR4/LRP1/LRP4/LRP5/LRP6/LRRFIP2/LYPD6/LZTS2/MAPK14/MARK2/MCC/MKS1/NDP/NDRG2/NID1/NLE1/NLK/NOTCH1/OTUD5/PAF1/PBXIP1/PIAS4/PIN1/PKD1/PORCN/PPM1A/PPM1B/PPP1CA/PPP2R1A/PRICKLE2/PSEN1/PTPRO/PYGO2/RAB5A/RNF14/RNF146/RNF213/RNF220/RUVBL2/SALL1/SDC1/SEMA5A/SENP2/SFRP4/SIAH2/SKI/SMURF1/SNX3/SOX13/SOX9/SPIN1/STK11/SULF1/SULF2/TAX1BP3/TBL1XR1/TGFB1I1/TIAM1/TLE1/TLE3/TLE4/TMEM132A/TMEM237/TMEM9/TNIK/TNKS/TNKS2/TSC2/TSKU/UBAC2/UBR5/VANGL2/VGLL4/VPS35/WLS/WNK1/WWOX/WWTR1/YAP1/ZBED3/ZEB2/ZNRF3",148
"208","Upregulated","BP","GO:0016052","carbohydrate catabolic process","63/4446","163/18870",1.12804317724374e-05,0.000340799198355754,0.000263286190963975,"ADPGK/ALDOA/APP/ARL2/ARNT/CBFA2T3/CTBS/DDIT4/ENO2/FLCN/FOXK1/FUT8/FUT9/GAA/GABARAPL1/GALE/GALK1/GALT/GCK/GK/GM2A/GPD2/GPI/HDAC4/HEXA/HIF1A/HK1/IDS/IDUA/JMJD8/KAT2B/LDHA/LRP5/MAN2B1/MAN2B2/MLST8/MTOR/NEU1/NUPR1/OGDH/OGT/PFKFB2/PFKL/PFKP/PGAM2/PGAM4/PGK1/PPARA/PPP1CA/PPP1CB/PPP1R3B/PRKACA/PRKAG1/PRKAG2/PSEN1/PYGB/SCARB2/SIRT6/SLC4A4/STAT3/UCP2/ZBTB20/ZBTB7A",63
"209","Upregulated","BP","GO:0033044","regulation of chromosome organization","88/4446","247/18870",1.15550102399154e-05,0.000347424327022145,0.000268404468529286,"ACD/ACTB/ACTR5/ANAPC1/ANAPC4/APC/ARID1A/ARID1B/ATF7IP/ATM/ATR/BCL7B/BCL7C/CCT6A/CCT7/CDC16/CDK5RAP2/CENPV/CTC1/CTCF/CTNNB1/DCP2/DHX36/DKC1/DPF1/DPF2/DPF3/DUSP1/ERCC1/GTF2H2/HMBOX1/HNRNPA2B1/HNRNPC/HNRNPD/HNRNPU/KAT2B/KAT5/MAD1L1/MAPK1/MAPK3/MAPKAPK5/MCPH1/MCRS1/MORC2/MYC/NAA10/NAT10/NBN/NCAPD2/NCAPD3/NCAPG2/NCAPH2/NEK6/NEK7/NUMA1/PARN/PBRM1/PHF10/PINX1/PKIB/PML/PNKP/POT1/PPP1R10/RAD21/RNF4/RUVBL2/SETMAR/SIRT6/SMARCA2/SMARCA5/SMARCC1/SMARCD3/SMG5/SMG6/TERF2/TERF2IP/TFPT/TINF2/TNKS/TNKS2/TRAPPC12/UPF1/XRCC3/XRCC5/XRN1/YLPM1/ZW10",88
"210","Upregulated","BP","GO:0006470","protein dephosphorylation","75/4446","203/18870",1.17944714648278e-05,0.000352935517547513,0.000272662167397422,"ADORA1/AMBRA1/ANKLE2/ARPP19/BOD1/CALM1/CALM3/CAMTA1/CNEP1R1/CTDSP2/DLC1/DUSP1/DUSP16/DUSP5/DUSP6/DUSP7/ENSA/FBXW11/FKBP1A/GNA12/HSP90AB1/IKBKB/ILKAP/LGALS3/MFHAS1/MTM1/MTMR2/MTMR3/MTOR/PDP1/PDXP/PIN1/PINK1/PPM1A/PPM1B/PPM1G/PPP1CA/PPP1CB/PPP1R15A/PPP1R2/PPP2CB/PPP2R1A/PPP2R5A/PPP2R5B/PPP2R5C/PPP2R5D/PPP2R5E/PPP3CC/PPP5C/PPP6R1/PPP6R2/PPP6R3/PTBP1/PTPN1/PTPN12/PTPN14/PTPN18/PTPN2/PTPN21/PTPN3/PTPN9/PTPRA/PTPRF/PTPRG/PTPRJ/PTPRN2/PTPRO/PTPRZ1/SBF1/SPPL3/STK11/SWAP70/TIMM50/TSC1/YWHAB",75
"211","Upregulated","BP","GO:0099003","vesicle-mediated transport in synapse","80/4446","220/18870",1.2120491527375e-05,0.000360972363782106,0.000278871074703185,"ABCA13/ACTB/ACTG1/AP1G1/AP2A1/AP2M1/AP2S1/AP3D1/ARC/ARF6/ATP2A2/ATP6AP1/ATP6AP2/ATP6V0A1/ATP6V1B2/ATP6V1E1/BIN1/BTBD9/CANX/CASK/CDH2/CLCN3/CLSTN1/CTBP1/CTBP2/CTNNB1/CYFIP1/DNAJC6/DNM1/DNM2/DNM3/DTNBP1/DVL1/EFNB2/EPS15/FBXL20/FCHO2/GAK/GIT2/HIP1/LPAR1/NAPA/NAPB/NLGN1/NLGN2/NLGN3/NLGN4X/NUMB/P2RY1/PFN2/PICALM/PIP5K1C/PLD2/PPFIA2/PPP3CC/PREPL/PRKAR1B/PRRT2/PSEN1/RAB5A/RAB8A/RAP1B/RAPGEF4/SCRIB/SH3GL1/SNAP25/SNAP47/SNX9/STON1/STX3/STXBP1/SV2A/SYNE1/SYT11/TPRG1L/UNC13B/VAC14/VAMP4/VPS18/VPS35",80
"212","Upregulated","BP","GO:0006997","nucleus organization","57/4446","144/18870",1.26878832830373e-05,0.000376088012031162,0.000290548747275909,"AGFG1/AKAP8L/ANKLE2/BIN1/CHEK1/CHMP1A/CHMP3/CHMP4A/CHMP6/CHMP7/DCTN1/DMPK/EMD/ETS1/GOLM1/HABP4/HIPK2/KAT5/LEMD2/LMNA/LMNB2/NEK6/NOLC1/NSFL1C/NUMA1/NUP153/NUP155/NUP93/PAFAH1B1/PHF2/PITPNB/PLEC/PML/POLR1B/PRKCA/PYGO2/REEP3/RRP8/SEH1L/SIRT1/SIRT2/SMARCA5/SPAST/SRPK1/SRPK2/SUN1/SUN2/SYNE1/TARDBP/TMEM170A/TMEM43/TOR1AIP1/TOR1B/UBE2I/USPL1/VPS4A/WDR73",57
"213","Upregulated","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","27/4446","53/18870",1.35704988145442e-05,0.000399321068387208,0.000308497565647393,"ATF3/BID/CAV1/CTNNA1/CYLD/DEDD2/FADD/FAF1/HTRA2/HYAL2/ITM2C/PAK2/PEA15/PML/PPP1CA/PPP2R1A/RBCK1/RIPK1/SKIL/SRPX/THBS1/TIMP3/TLR4/TNFRSF12A/TNFSF12/TRAF2/WWOX",27
"214","Upregulated","BP","GO:0001701","in utero embryonic development","129/4446","392/18870",1.35987760399208e-05,0.000399321068387208,0.000308497565647393,"ADAM10/ADCY9/ANGPT1/APBA1/APBA2/APBA3/AR/ARMC5/ARNT/ARNT2/ATP11A/AXIN1/BAP1/BCL2L1/BCL2L11/BMP7/BMPR1A/BYSL/CAPN2/CCM2/CHEK1/CITED1/CITED2/CMTM3/CNOT3/CPT2/CTNNB1/CUL4A/DBN1/DNAJB6/EGFR/EGLN1/EIF2S2/ELL/ENDOG/EPAS1/ERCC2/FKBP10/FLCN/FLVCR1/FOSL1/FURIN/FUT8/GNA12/GNA13/GPI/GRB2/HDAC3/HEG1/HEY1/HIF1A/HINFP/HM13/HOPX/HS6ST1/INPP5K/INTS1/ITGB1/JUNB/KDM4C/KEAP1/KIDINS220/MAFF/MAN2A1/MAP2K1/MAPK1/MBD3/MBNL1/MFN2/MGAT1/MSH2/MSX1/MYO1E/NBN/NCAPG2/NCOA1/NDEL1/NECAB1/NLE1/NMT1/NOTCH1/NOTCH2/NR2F2/NSUN2/PELO/PKD1/PLCD3/PLOD3/POLG2/PRDM1/PRMT1/PSMC4/PSPH/PTPN18/RDH10/RIC8A/RPGRIP1L/RPL7L1/RRP7A/SBDS/SCO2/SEC24C/SKIL/SLC25A20/SLC35E2B/SLC39A1/SLC39A3/SMG9/SOCS3/SP3/SRF/STMN3/SUPT6H/TAF10/TAF8/TBL1XR1/TERF2/TFEB/TGFB3/TGFBR1/TGFBR2/TMEM231/VPS54/WDR74/WDTC1/YAP1/ZBED6/ZFAND5/ZNF568",129
"215","Upregulated","BP","GO:0051259","protein complex oligomerization","90/4446","255/18870",1.41155614635052e-05,0.000411464862637388,0.000317879316976052,"ABCA3/ACOT13/ADCY8/ALAD/ALDH9A1/ALDOA/APPL2/ARC/ATL1/ATL2/ATL3/B2M/BLM/COL1A2/CPSF6/CRTC3/CTH/EHD1/EHD3/FARSA/FARSB/FKRP/FUS/G3BP2/GLS/GSDMD/HGSNAT/HLA-G/HSD17B10/HSD17B8/ISG15/JMJD6/KCND1/KCNF1/KCTD1/KCTD10/KCTD12/KCTD13/KCTD15/KCTD17/KCTD2/KCTD21/KCTD3/KCTD5/KCTD7/KCTD9/LETM1/LRRC8A/LRRC8D/MAT2A/MCOLN1/MOSPD2/MPP2/NACC2/NOL3/NUDT21/OSBPL2/OXA1L/PEG10/PKD1/PNPT1/PRMT1/PRNP/RIPK2/ROM1/RYR3/SAMD1/SAMHD1/SGTB/SHKBP1/SHMT1/SIGMAR1/SLC1A2/SLC1A5/SLC31A1/SLC9A1/SOD2/SPAST/TMEM120A/TMEM120B/TMEM70/TNFAIP1/TP53BP1/TRIM65/TRMT61B/VASP/VPS35/ZBTB1/ZNF746/ZNHIT6",90
"216","Upregulated","BP","GO:0010212","response to ionizing radiation","55/4446","138/18870",1.41432861759509e-05,0.000411464862637388,0.000317879316976052,"AEN/ALAD/ATM/ATR/BAK1/BAX/BCL2L1/BLM/BRAT1/BRCC3/CASP3/CBL/CDKN1A/CLK2/CRYAB/DCLRE1C/DCUN1D3/DNMT3A/ELK1/ERCC1/ERCC8/FIGNL1/GADD45A/GPX1/GRB2/HRAS/HSF1/HUS1/IFI16/INTS3/INTS7/KAT5/MAPK14/MDM2/MEN1/MIR21/MSH2/MYC/NUCKS1/PML/RFWD3/RHOB/RNF168/SIRT1/SOD2/STK11/TLK2/TMEM109/TNKS1BP1/TP53BP1/VCAM1/WRN/XRCC4/XRCC5/YAP1",55
"217","Upregulated","BP","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","21/4446","37/18870",1.43384130423787e-05,0.000415219297503722,0.00032077982513437,"ACD/ATM/ATR/CCT6A/CCT7/CTNNB1/DHX36/DKC1/HMBOX1/HNRNPA2B1/MAPK1/MAPK3/MAPKAPK5/NEK7/PARN/PKIB/PNKP/POT1/TNKS/TNKS2/XRCC5",21
"218","Upregulated","BP","GO:0198738","cell-cell signaling by wnt","148/4446","461/18870",1.44581480061545e-05,0.000416766064544379,0.000321974788046279,"ABL1/ADNP/AMFR/AMOTL1/ANKRD6/APC/APCDD1/APP/ATP6AP2/AXIN1/BCL7B/BCL9/C12orf43/CAV1/CCNYL1/CD24/CDH2/CDK14/CELSR2/CITED1/CPE/CSNK1D/CSNK1E/CSNK1G1/CSNK1G2/CSNK2A1/CTNNB1/CTNND1/CTNND2/CYLD/DAAM1/DAAM2/DACT1/DAPK3/DKK3/DVL1/DVL2/DVL3/EDNRB/EGFR/EMD/EXT1/FBXW11/FERMT2/FOXD1/FOXO1/FRMD8/FUZ/FZD1/FZD3/FZD7/G3BP1/GNAQ/GPC4/GPRC5B/GRB10/GRK6/HDAC1/IFT80/IGFBP2/IGFBP4/IGFBP6/ILK/ITGA3/KANK1/KPNA1/LGR4/LRP1/LRP4/LRP5/LRP6/LRRFIP2/LYPD6/LZTS2/MAPK14/MARK2/MCC/MKS1/NDP/NDRG2/NID1/NLE1/NLK/NOTCH1/OTUD5/PAF1/PBXIP1/PIAS4/PIN1/PKD1/PORCN/PPM1A/PPM1B/PPP1CA/PPP2R1A/PRICKLE2/PSEN1/PTPRO/PYGO2/RAB5A/RNF14/RNF146/RNF213/RNF220/RUVBL2/SALL1/SDC1/SEMA5A/SENP2/SFRP4/SIAH2/SKI/SMURF1/SNX3/SOX13/SOX9/SPIN1/STK11/SULF1/SULF2/TAX1BP3/TBL1XR1/TGFB1I1/TIAM1/TLE1/TLE3/TLE4/TMEM132A/TMEM237/TMEM9/TNIK/TNKS/TNKS2/TSC2/TSKU/UBAC2/UBR5/VANGL2/VGLL4/VPS35/WLS/WNK1/WWOX/WWTR1/YAP1/ZBED3/ZEB2/ZNRF3",148
"219","Upregulated","BP","GO:0048732","gland development","143/4446","443/18870",1.46954768316046e-05,0.000421672951642937,0.000325765629162992,"ABL1/ACAT1/ACO2/AKT2/APLN/AR/ARF6/ARHGAP5/ARID5B/ARMC5/ASXL1/ATM/BAX/BCL2L11/BMP7/BMPR1A/BTBD7/CAPN1/CAV1/CDK5RAP3/CDKN2B/CDO1/CFLAR/CITED2/CLCN2/COBL/CRKL/CSF1/CSMD1/CTC1/CTNNB1/CTNS/DAG1/DDR1/DEAF1/DKK3/EGFR/ELK1/EPHA2/EPHB3/EXT1/FADD/FASN/FGF1/FPGS/GFER/GPX1/HGF/HIF1A/HIPK2/HLX/HNRNPD/HOXA5/ID4/IGF2R/IRS2/JARID2/LAMA5/LBH/LRP5/MAD1L1/MAFB/MAN2A1/MAP2K1/MAP2K2/MAPK1/MAPK3/MET/MMP2/MPST/MSN/MSX1/NAGLU/NCOA1/NOTCH1/NOTCH2/NOTCH4/NRP1/NTN1/ORAI1/OXTR/PAX8/PCSK1/PHF2/PIK3CA/PITX1/PKD1/PLXNA1/PLXND1/PML/PNPT1/POU3F2/PRKCSH/PRMT5/PROX1/PSAP/PSEN1/PTPN3/PYGO2/RAP1GAP/RARA/RELA/RGN/RHBDD3/RPGRIP1L/RREB1/SALL1/SCRIB/SEC63/SERPINE2/SLC29A1/SLC7A5/SMARCC1/SOCS2/SOD2/SOX9/SP3/SRD5A1/SRF/SRP54/STAT5B/STK11/SULF1/SULF2/TAF10/TFCP2L1/TGFB3/TGFBR1/TGFBR2/TGFBR3/THRA/TNC/TSPO/TWSG1/UBE3A/UCP2/UMPS/UPRT/USF2/WDR77/WLS/ZBTB1/ZDHHC21",143
"220","Upregulated","BP","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","53/4446","132/18870",1.56951391904779e-05,0.00044831024851347,0.000346344411227197,"BCAP29/COPA/COPB2/COPG1/COPG2/CREB3L2/CSNK1D/ERGIC1/ERGIC3/GAS1/GBF1/GOPC/HYOU1/KDELR1/KDELR2/LMAN1/LMAN2/LMAN2L/P4HB/PEF1/PGAP1/PREB/RAB1B/RNF139/SCAP/SCFD1/SEC22C/SEC23B/SEC24C/SORL1/SPAST/STX17/TBC1D20/TEX261/TMED1/TMED10/TMED4/TMED5/TMED7/TMED9/TRAPPC11/TRAPPC12/TRAPPC2/TRAPPC3/TRAPPC4/TRAPPC5/TRAPPC6A/VAPB/YIF1B/YIPF4/YIPF5/YKT6/ZW10",53
"221","Upregulated","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","61/4446","158/18870",1.604579850953e-05,0.000456252478886365,0.000352480222557526,"AR/ATF3/BCL2L1/BID/CAV1/CFLAR/CTNNA1/CX3CL1/CYLD/DEDD2/FADD/FAF1/FAIM2/FGFR1/GCLC/GCLM/GPX1/HGF/HSPA1B/HTRA2/HYAL2/ICAM1/IFI6/IL7/ITGA6/ITGAV/ITM2C/LGALS3/LMNA/MADD/MAP2K5/MAPK7/MCL1/NOL3/NRP1/PAK2/PEA15/PML/PPP1CA/PPP2R1A/PSME3/RBCK1/RELA/RFFL/RIPK1/SCG2/SIAH2/SKIL/SP100/SRPX/STX4/TGFBR1/THBS1/TIMP3/TLR4/TMBIM1/TNFRSF12A/TNFSF12/TRAF2/WWOX/YAP1",61
"222","Upregulated","BP","GO:0050769","positive regulation of neurogenesis","86/4446","242/18870",1.61201516064075e-05,0.000456301949075066,0.000352518441008778,"ADNP/ANKRD27/BAIAP2/BIN1/BMPR2/CAMK2B/CAPRIN1/CDH4/CLCF1/CLCN2/CTNNB1/CUX1/CX3CL1/CYFIP1/DAG1/DBN1/DHX36/DICER1/EEF2K/EGR2/FN1/FOXG1/FZD3/GDI1/GFAP/HAP1/HDAC1/HDAC6/HIF1A/ID4/IL6ST/ITGB1/LIMK1/LYN/MAN2A1/MAP1B/MAP2K1/MAP2K2/MAP3K13/MAP6/MEGF8/METRN/MTOR/NCAN/NIN/NOTCH1/NPTN/NR2E1/NRP1/NTN1/NTRK2/NUMB/PAFAH1B1/PLXNA1/PLXNA4/PLXNB1/PLXNB2/PLXND1/PRMT5/PTPRZ1/RAB21/RELA/RHEB/RND2/ROBO2/SEMA5A/SERPINE2/SHOX2/SKIL/SLC7A5/SMARCD3/SMURF1/SRF/SRRT/SS18L1/STAU2/STK11/STK25/TIAM1/TIAM2/TRAK1/TSPO/TWF2/UFL1/XRCC5/ZFYVE27",86
