"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007034","BP","GO:0007034","vacuolar transport","57/2324","169/18870",3.07119887394367e-13,1.67659538527561e-10,1.37630854800748e-10,"PSAP/CLU/SORT1/LRP1/LAMP2/NDFIP1/SQSTM1/PINK1/SCARB2/VTA1/RHOB/HGS/CHMP1A/ARL8B/VPS4A/HSPA8/VTI1B/SORL1/LYST/AP3D1/VPS39/SNX27/GRN/M6PR/UBAP1/ATP6V0D1/TSG101/VPS35/VPS52/RAB7A/CHMP7/VPS53/MTM1/BECN1/GNPTG/NEDD4/CHMP5/PLEKHF2/NDP/NCOA4/VPS13D/VPS11/MON1A/VCP/UEVLD/CHMP2A/LEPROT/SNX16/CHMP4A/HGSNAT/AKTIP/NDFIP2/GCC2/USE1/TMEM106B/CLN3/CHMP6",57
"GO:0007040","BP","GO:0007040","lysosome organization","43/2324","109/18870",5.95392655105131e-13,2.75025607223562e-10,2.25767109624075e-10,"ATP6AP1/TPP1/ATP6AP2/SCARB2/CHMP1A/ARL8B/TFE3/RAB34/ATP6V0A1/LAMTOR1/TMEM165/SRPX/LAPTM4B/SPNS1/HEXA/PI4KB/GRN/VPS35/RAB7A/CHMP7/PPT1/ABCA1/FLCN/BECN1/TMEM9/TMEM175/CHMP5/CCDC115/CLN8/CREG1/CHMP2A/ATP6V1A/CHMP4A/GAA/AKTIP/PLA2G5/TMEM106B/CLN3/MCOLN1/CHMP6/ATP6V1D/MFSD8/RAB14",43
"GO:0080171","BP","GO:0080171","lytic vacuole organization","43/2324","109/18870",5.95392655105131e-13,2.75025607223562e-10,2.25767109624075e-10,"ATP6AP1/TPP1/ATP6AP2/SCARB2/CHMP1A/ARL8B/TFE3/RAB34/ATP6V0A1/LAMTOR1/TMEM165/SRPX/LAPTM4B/SPNS1/HEXA/PI4KB/GRN/VPS35/RAB7A/CHMP7/PPT1/ABCA1/FLCN/BECN1/TMEM9/TMEM175/CHMP5/CCDC115/CLN8/CREG1/CHMP2A/ATP6V1A/CHMP4A/GAA/AKTIP/PLA2G5/TMEM106B/CLN3/MCOLN1/CHMP6/ATP6V1D/MFSD8/RAB14",43
"GO:0072594","BP","GO:0072594","establishment of protein localization to organelle","111/2324","459/18870",1.01966193263704e-12,4.37362136106102e-10,3.59028333123253e-10,"CLU/SORT1/RAB10/LAMP2/PTTG1IP/SEC61A1/STAT3/LMNA/SQSTM1/MTCH1/PINK1/SCARB2/RUVBL2/SGTA/SAE1/PEX10/HGS/AKIRIN2/VPS4A/TOMM40/SPCS2/HSPA8/SSR3/FIS1/HSPA5/SEC63/PEX16/SORL1/CCT3/AP3D1/NUTF2/PRKD1/PSEN1/FZD5/TRAM1/M6PR/MOAP1/UBAP1/PEX3/TARDBP/TSG101/FAM53C/UBL4A/TNPO1/BCAP31/POT1/LMAN1/RAB7A/VPS53/RAB3GAP2/WBP2/CCT6A/SRP9/TCP1/BECN1/ARIH2/GNPTG/TSPO/NEDD4/USP9X/RALA/AIP/ATF2/RAB8B/NDP/ANGPT1/SRPRB/UBE2J2/BID/NCOA4/VPS13D/SNUPN/OXA1L/VPS11/MON1A/LONP2/KPNA4/IPO13/LRWD1/APPL1/DMAP1/SGTB/LEPROT/SNX16/CCT5/CCT4/BNIP3L/PMPCB/CHMP4A/NUP62/PEX2/GCC2/SRP54/HUWE1/TNPO3/TNPO2/CHCHD4/PEX12/SEC61G/AGK/FLNA/HDAC3/NFKBIA/IPO4/KPNA1/PMPCA/MTCH2/KPNA3/SEC13/DKC1/PKIG",111
"GO:1990778","BP","GO:1990778","protein localization to cell periphery","91/2324","353/18870",2.71510615415038e-12,1.08694749704487e-09,8.92269622448157e-10,"SPTBN1/TNFRSF1A/RAB10/ATP6AP1/LRP1/DAG1/TMBIM1/SQSTM1/ACTB/CD81/BSG/EGFR/RAMP1/CLSTN1/RAB8A/RAB31/AP2M1/EZR/TNIK/ARF6/FLOT1/VPS4A/CDH2/VTI1B/GOLPH3/RAB34/ZDHHC7/SYS1/SORBS1/PGRMC1/SORL1/TMEM59/PIP5K1A/GOLGA7/BCL2L1/EPB41L2/ARFRP1/VAMP5/LGALS3/ANK2/GBP1/MYO5A/EHD2/VPS35/RAMP2/WNK1/RAB7A/NSF/AKT2/GORASP2/PTPN9/VAMP3/CAV1/ARL6IP5/STX7/RDX/ZDHHC2/IKBKB/CLTC/ATP2C1/GORASP1/NUMB/ITGB1BP1/EHD1/RAB8B/PPP2R5A/ADAM10/APPL1/RER1/EFR3B/LYPLA1/MYL12A/EXOC5/BBS2/STAC/DPP6/ATP2B4/KIF5B/CLN3/ATP1B3/TMED2/RABEP1/VAMP2/STX3/SEC23A/ARL13B/FLNA/SPTBN4/BLZF1/RHOG/HRAS",91
"GO:0090150","BP","GO:0090150","establishment of protein localization to membrane","77/2324","280/18870",4.25274524614567e-12,1.59610845019405e-09,1.31023723603291e-09,"GDI1/SPTBN1/RAB10/ATP6AP1/SEC61A1/ADORA1/ARL6IP1/MTCH1/EGFR/CLSTN1/RAB8A/RAB31/SGTA/SSR1/TOMM40/REEP2/SSR3/GOLPH3/RAB34/ZDHHC7/ZDHHC9/FIS1/SYS1/HSPA5/SEC63/PEX16/SORL1/GOLGA7/ARFRP1/VAMP5/TRAM1/NCLN/MOAP1/PEX3/UBL4A/VPS35/WNK1/RAB7A/NSF/YIF1B/ZDHHC24/AKT2/GORASP2/RAB3GAP2/VAMP3/ATP13A1/RDX/ZDHHC2/SDCBP/SRP9/ATP2C1/GORASP1/ICMT/ITGB1BP1/CCDC47/RAB8B/SRPRB/BID/RFTN1/OXA1L/SGTB/LYPLA1/BBS2/CHMP4A/SRP54/MMGT1/CLN3/VAMP2/SIL1/SEC61G/CAMLG/STX3/AGK/BLZF1/ATG3/MTCH2/HRAS",77
"GO:0007041","BP","GO:0007041","lysosomal transport","47/2324","134/18870",7.52770503004325e-12,2.65905110031822e-09,2.18280140282926e-09,"PSAP/CLU/SORT1/LRP1/LAMP2/PINK1/SCARB2/RHOB/HGS/CHMP1A/ARL8B/VPS4A/HSPA8/SORL1/LYST/AP3D1/VPS39/SNX27/GRN/M6PR/TSG101/VPS35/VPS52/RAB7A/CHMP7/VPS53/MTM1/BECN1/GNPTG/NEDD4/CHMP5/PLEKHF2/NDP/NCOA4/VPS11/VCP/UEVLD/CHMP2A/SNX16/CHMP4A/HGSNAT/AKTIP/GCC2/USE1/TMEM106B/CLN3/CHMP6",47
"GO:0010506","BP","GO:0010506","regulation of autophagy","89/2324","355/18870",2.40240058641652e-11,8.01467528968401e-09,6.57920581648455e-09,"PSAP/TBK1/GFAP/FEZ1/CTSA/CDK16/STAT3/KEAP1/SQSTM1/PINK1/SIRT2/RAB8A/EIF4G2/SUPT5H/POLDIP2/CASP3/ATP6V1B2/FOXO3/TOM1/ATP6V0A1/HSPB8/TMEM59/PRKD1/FZD5/HDAC6/EXOC7/HIF1A/WDR6/MOAP1/PIK3C2A/SNX5/ATP6V0D1/CAPN1/SLC25A4/TRIM27/UBQLN2/VPS35/MCL1/WNK1/EXOC4/RAB3GAP2/MTM1/RHEB/DCAF12/PAFAH1B2/ATF6/SNX7/UVRAG/FLCN/BECN1/TSPO/NEDD4/WDR45/RIPK2/GPR137/RRAGA/EXOC1/KAT5/SCFD1/SNX6/VPS13D/RRAGD/PIM2/FOXO1/SNX18/PRKACA/RRAGB/NUPR1/ATP6V1A/BNIP3L/SPTLC2/USP10/DAPK3/QSOX1/RB1CC1/CLN3/SESN1/ATP6V1D/MTDH/MAPK3/STK11/BAD/MFSD8/WDR24/RALB/GPR137B/GNAI3/WIPI1/TPCN1",89
"GO:0016241","BP","GO:0016241","regulation of macroautophagy","51/2324","159/18870",4.45408943811211e-11,1.40772668820333e-08,1.15559561433125e-08,"TBK1/FEZ1/PINK1/SUPT5H/POLDIP2/CASP3/ATP6V1B2/TOM1/ATP6V0A1/HSPB8/HDAC6/EXOC7/HIF1A/MOAP1/SNX5/ATP6V0D1/CAPN1/SLC25A4/UBQLN2/VPS35/EXOC4/RAB3GAP2/MTM1/RHEB/PAFAH1B2/SNX7/UVRAG/BECN1/NEDD4/WDR45/RIPK2/EXOC1/SCFD1/SNX6/VPS13D/PIM2/SNX18/PRKACA/NUPR1/ATP6V1A/BNIP3L/SPTLC2/QSOX1/CLN3/SESN1/ATP6V1D/MAPK3/WDR24/RALB/GNAI3/WIPI1",51
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","67/2324","245/18870",1.35565795498362e-10,4.07036300983831e-08,3.3413401069412e-08,"TMOD1/SPTBN1/LAMP2/SEMA5A/KLC1/VTA1/PEX10/MID1/CALM1/ASPH/NAPA/CHMP1A/VPS4A/HSPA8/TOM1/GSN/SPTAN1/GSPT1/ATP2A2/STMN3/MAP1LC3A/DSTN/WDR1/CAPZA2/HDAC6/ADD1/TSG101/GRWD1/EPS8/SH3GL1/TWF2/WNK1/NSF/CHMP7/RDX/UVRAG/BECN1/SWAP70/CAPZA1/APEH/CHMP5/STX17/MAP1LC3B/HMGA1/IST1/PPP1CA/VCP/CAPG/MAP1S/EIF5A/CHMP2A/OGFOD1/CHMP4A/PEX2/NES/CKAP5/KIF5B/CLN3/MCOLN1/CHMP6/TWF1/PEX12/UPF1/TTBK2/MFSD8/SPTBN4/MYC",67
"GO:0098876","BP","GO:0098876","vesicle-mediated transport to the plasma membrane","48/2324","150/18870",1.80297874975192e-10,5.15566066298108e-08,4.23225538099661e-08,"SPTBN1/NDRG4/RAB10/SNX3/ATP6AP1/CLSTN1/RAB8A/RAB31/HGS/ARF6/GOLPH3/RAB34/SNX17/STX12/ATP9A/SYS1/SORL1/VPS39/GOLGA7/ARFRP1/VAMP5/SNX27/EHD2/VPS35/VPS52/RAB7A/NSF/VPS53/EXOC4/VAMP3/ZDHHC2/SNX7/ATP2C1/EXOC1/EHD1/RAB8B/CCDC22/VPS13B/STX16/LYPLA1/EXOC5/BBS2/CLN3/RABEP1/VAMP2/STX3/BLZF1/RAB14",48
"GO:0006890","BP","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","25/2324","52/18870",2.70072466471925e-10,7.37175073256321e-08,6.05143234683264e-08,"TAPBP/RAB6A/KDELR1/TMED10/ERGIC3/LMAN2/KDELR2/COPE/COPA/GOLPH3/ERGIC1/ATP9A/TMEM115/PITPNB/COPB2/RAB6B/ARCN1/SCYL1/UVRAG/SCFD1/ERGIC2/RER1/COPZ1/USE1/ARF3",25
"GO:0034976","BP","GO:0034976","response to endoplasmic reticulum stress","70/2324","266/18870",3.38169140597399e-10,8.82915517081471e-08,7.2478081712477e-08,"CLU/CANX/PPP1R15A/P4HB/CALR/DNAJB9/RHBDD2/RNF185/TMX1/PPP2CB/SGTA/HERPUD2/ATF3/ERP29/PDIA6/VAPB/FLOT1/DDRGK1/HM13/SRPX/ATP2A2/TMEM129/HSPA5/MAN1B1/BCL2L1/JKAMP/TARDBP/QRICH1/SEL1L/BCAP31/FBXO17/UBXN4/UBQLN2/TBL2/SERINC3/MAP3K5/ATF6B/GORASP2/NR1H2/CAV1/FAF1/FOXRED2/ATF6/LPCAT3/TMEM33/RNF139/RCN3/PSMC6/ERLEC1/CCDC47/UBE2J2/UBE2J1/TMBIM6/COPS5/VCP/NUPR1/FAM8A1/CREBZF/EIF2S1/USP19/THBS4/EIF2AK2/PDIA4/FAF2/NFE2L2/CEBPB/TMED2/UBAC2/UBA5/CDK5RAP3",70
"GO:0016197","BP","GO:0016197","endosomal transport","67/2324","253/18870",6.03640766541661e-10,1.51035950128445e-07,1.23984636390991e-07,"NDRG4/SORT1/RAB10/SNX3/ATP6AP1/SQSTM1/VTA1/RAB8A/RAB6A/HGS/CHMP1A/ARF6/ARL8B/VPS4A/TOM1/VTI1B/RHOBTB3/LAMTOR1/SNX17/STX12/ATP9A/LAPTM4B/SORL1/LYST/AP3D1/VPS39/YKT6/ARFRP1/SNX27/UBAP1/SNX5/TSG101/TBC1D17/TRIM27/EHD2/VPS35/VPS52/RAB6B/TBC1D23/RAB7A/CHMP7/VPS53/VAMP3/ZDHHC2/SNX7/ABCA1/CLTC/EHD1/CHMP5/TMEM87A/RAB8B/PLEKHA3/SNX6/CCDC22/STX10/SNX18/VPS13B/VCP/STX16/CHMP2A/LEPROT/CHMP4A/GCC2/EPS15L1/CHMP6/DCLK1/RAB14",67
"GO:0051650","BP","GO:0051650","establishment of vesicle localization","56/2324","198/18870",1.12903302508401e-09,2.7119373262518e-07,2.2262154343025e-07,"SYT11/PINK1/TMED9/HGS/TMED10/CTNNB1/VPS4A/ATP9A/WASL/AP3D1/YKT6/PSEN1/STARD3NL/SYBU/EXOC7/NLGN1/TRAPPC11/TSG101/ACTN4/MYO5A/TBC1D23/RAB7A/SDC4/EXOC4/FBXW11/TRAPPC3/EXOC3/NDEL1/ARFGAP2/SDCBP/CSNK1D/ARFGAP3/EXOC1/TRAPPC5/MYO6/FAM91A1/PAFAH1B1/TRAPPC6B/COPS5/PEF1/CHMP2A/STARD3/RASGRP1/SAR1B/EXOC5/BBS2/TRIP11/MKKS/RAB1A/KIF3A/KIF5B/CLN3/TMED2/PREB/STK11/WIPI1",56
"GO:0006900","BP","GO:0006900","vesicle budding from membrane","32/2324","84/18870",1.50820349895892e-09,3.48337000432628e-07,2.85948056098163e-07,"SNX3/SEC23B/TMED9/AP2M1/VAPB/TMED10/VPS4A/TBC1D20/GOLPH3/WASL/AP3D1/TRAPPC11/RAB7A/CHMP7/SCAP/TRAPPC3/VAPA/ARFGAP2/CSNK1D/ARFGAP3/TRAPPC5/CHMP5/TRAPPC6B/PEF1/SAR1B/CHMP4A/RAB1A/CHMP6/TMED2/PREB/SEC23A/SEC13",32
"GO:0051648","BP","GO:0051648","vesicle localization","59/2324","216/18870",1.77421169674391e-09,3.94597823664711e-07,3.23923328493246e-07,"SYT11/PINK1/TMED9/HGS/TMED10/CTNNB1/VPS4A/CDH2/ATP9A/WASL/AP3D1/SYNDIG1/YKT6/PSEN1/STARD3NL/SYBU/EXOC7/NLGN1/TRAPPC11/TSG101/ACTN4/MYO5A/TBC1D23/RAB7A/SDC4/EXOC4/FBXW11/TRAPPC3/EXOC3/NDEL1/ARFGAP2/SDCBP/CSNK1D/ARFGAP3/EXOC1/TRAPPC5/MYO6/FAM91A1/PAFAH1B1/TRAPPC6B/COPS5/PEF1/CHMP2A/PCDH17/STARD3/RASGRP1/SAR1B/EXOC5/BBS2/TRIP11/MKKS/RAB1A/KIF3A/KIF5B/CLN3/TMED2/PREB/STK11/WIPI1",59
