"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"11","Upregulated","BP","GO:0022900","electron transport chain","91/4048","176/18870",7.88208434479711e-19,4.41110102059737e-16,3.93425377439825e-16,"PARK7/DHRS3/SDHB/AKR7A2/PINK1/UQCRH/PHGDH/SDHC/GLRX2/DEGS1/COA6/COX7A2L/DGUOK/COX5B/NDUFB3/UQCRC1/NDUFB4/PDIA5/NDUFB5/ADH5/NDUFC1/NDUFS6/SRD5A1/NDUFS4/COX7C/UQCRQ/NDUFA2/NQO2/ME1/NDUFA4/CYCS/POR/DLD/IMMP2L/NDUFA5/AKR1B1/NDUFB2/MAOB/COX7B/NDUFA1/ENOX2/UQCRB/COX6C/NDUFB6/NDUFA8/SURF1/NDUFS3/SDHAF2/UQCC3/COX8A/NDUFV1/NDUFS8/NDUFC2/SDHD/GHITM/NDUFA9/GPD1/HSD17B6/NDUFA12/ISCU/ALDH2/DNAJC15/NDUFB1/NDUFAF1/COX5A/ETFA/WDR93/NDUFB10/UQCRC2/NDUFAB1/CIAPIN1/COQ9/THAP11/COX4I1/COX11/NDUFV2/ME2/CYB5A/IDH3B/NDUFS7/UQCR11/NDUFA7/NDUFB7/UQCRFS1/COX6B1/COX7A1/ETFB/NDUFA3/SLC25A18/BID/SCO2",91
"12","Upregulated","BP","GO:0042274","ribosomal small subunit biogenesis","63/4048","104/18870",5.55416923150091e-18,2.84928881575997e-15,2.54127602732533e-15,"RPS8/DNTTIP2/RPS27/C1orf131/RPS7/NOL10/PNO1/MPHOSPH10/IMP4/RPSA/RRP9/UTP3/LSM6/RPS3A/DIMT1/RPS23/SRFBP1/RPS14/NPM1/RPP40/RIOK1/NOL7/ABT1/WDR46/RRP36/RPS12/LTV1/GTF2H5/TSR2/RPS4X/RRS1/UTP23/RCL1/RPS6/RPS13/RPS25/RPS24/EMG1/RPS27L/IMP3/RPS17/TSR3/TBL3/RPS15A/UTP4/NOB1/ERAL1/AATF/UTP18/RPL38/MRPS7/RIOK3/RPS21/RPS15/RPS28/KRI1/RPS16/FBL/RPS19/ERCC2/RPS11/RPS9/RPS5",63
"13","Upregulated","BP","GO:0042773","ATP synthesis coupled electron transport","61/4048","102/18870",4.51880974341816e-17,1.98698519860587e-14,1.77218884373452e-14,"PARK7/SDHB/PINK1/UQCRH/SDHC/COA6/COX7A2L/DGUOK/COX5B/NDUFB3/UQCRC1/NDUFB4/NDUFB5/NDUFC1/NDUFS6/NDUFS4/COX7C/UQCRQ/NDUFA2/NDUFA4/CYCS/DLD/NDUFA5/NDUFB2/COX7B/NDUFA1/UQCRB/COX6C/NDUFB6/NDUFA8/NDUFS3/SDHAF2/UQCC3/COX8A/NDUFV1/NDUFS8/NDUFC2/SDHD/GHITM/NDUFA9/NDUFA12/ISCU/DNAJC15/NDUFB1/NDUFAF1/COX5A/NDUFB10/UQCRC2/NDUFAB1/COQ9/COX4I1/NDUFV2/NDUFS7/UQCR11/NDUFA7/NDUFB7/UQCRFS1/COX6B1/COX7A1/NDUFA3/BID",61
"14","Upregulated","BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","61/4048","102/18870",4.51880974341816e-17,1.98698519860587e-14,1.77218884373452e-14,"PARK7/SDHB/PINK1/UQCRH/SDHC/COA6/COX7A2L/DGUOK/COX5B/NDUFB3/UQCRC1/NDUFB4/NDUFB5/NDUFC1/NDUFS6/NDUFS4/COX7C/UQCRQ/NDUFA2/NDUFA4/CYCS/DLD/NDUFA5/NDUFB2/COX7B/NDUFA1/UQCRB/COX6C/NDUFB6/NDUFA8/NDUFS3/SDHAF2/UQCC3/COX8A/NDUFV1/NDUFS8/NDUFC2/SDHD/GHITM/NDUFA9/NDUFA12/ISCU/DNAJC15/NDUFB1/NDUFAF1/COX5A/NDUFB10/UQCRC2/NDUFAB1/COQ9/COX4I1/NDUFV2/NDUFS7/UQCR11/NDUFA7/NDUFB7/UQCRFS1/COX6B1/COX7A1/NDUFA3/BID",61
"15","Upregulated","BP","GO:0006605","protein targeting","140/4048","339/18870",7.63722020326926e-17,3.13431517142171e-14,2.79549056703526e-14,"UBE2J2/PEX10/ICMT/VPS13D/PINK1/RPL11/LEPROT/SH3GLB1/HAX1/MTX1/SSR2/PEX19/TIMM17A/ADORA1/TOMM20/ITGB1BP1/YWHAQ/HTRA2/MTX2/AP1S3/MFF/CHCHD4/HACL1/ZDHHC3/SPCS1/PXK/ATG3/RAB7A/SRPRB/SSR3/SEC62/DNAJC19/PARL/GRPEL1/SRP72/UBE2D3/MGARP/SRP19/SQSTM1/VPS52/MTCH1/SEC63/PEX7/PEX3/ZDHHC4/TOMM7/VPS41/VPS37D/FIS1/PMPCB/IMMP2L/AGK/CDK5/NDP/TIMM17B/ZDHHC15/ZDHHC9/AIFM1/BCAP31/GDI1/UBL4A/ZDHHC2/DMTN/BNIP3L/CLU/GOLGA7/SDCBP/TRAM1/PEX2/TRMT10B/SEC61B/STOM/HSPA5/ZDHHC12/HRAS/PEX16/MTCH2/VPS37C/VPS51/ZDHHC24/SPCS2/TIMM8B/HSPA8/TIMM23/NCOA4/AP3M1/ZDHHC6/M6PR/NACA/GNPTAB/MIPEP/DNAJC15/TIMM9/HSP90AA1/SRP14/CHP1/ZFAND6/CIB1/GNPTG/HERPUD1/KATNB1/ZDHHC1/VPS4A/TIMM22/YWHAE/MIEF2/PEX12/BECN1/GGA3/SRP68/LMAN1/TIMM21/PRNP/CHMP4B/ROMO1/YWHAB/TOMM34/AP3D1/TIMM13/SGTA/TIMM44/UBL5/CDC37/GIPC1/HOMER3/NDUFA13/PDCD5/YIF1B/TIMM50/AKT2/GSK3A/TOMM40/SAE1/BID/UBE2L3/FBXO7/TOMM22/MIEF1/TSPO/SAMM50",140
"16","Upregulated","BP","GO:0019646","aerobic electron transport chain","56/4048","94/18870",1.10364563265821e-15,4.24627657165245e-13,3.787247118385e-13,"PARK7/SDHB/PINK1/UQCRH/SDHC/COX7A2L/COX5B/NDUFB3/UQCRC1/NDUFB4/NDUFB5/NDUFC1/NDUFS6/NDUFS4/COX7C/UQCRQ/NDUFA2/NDUFA4/CYCS/DLD/NDUFA5/NDUFB2/COX7B/NDUFA1/UQCRB/COX6C/NDUFB6/NDUFA8/NDUFS3/SDHAF2/UQCC3/COX8A/NDUFV1/NDUFS8/NDUFC2/SDHD/NDUFA9/ISCU/DNAJC15/NDUFB1/NDUFAF1/COX5A/NDUFB10/UQCRC2/NDUFAB1/COQ9/COX4I1/NDUFV2/NDUFS7/UQCR11/NDUFA7/NDUFB7/UQCRFS1/COX6B1/COX7A1/NDUFA3",56
"17","Upregulated","BP","GO:0022904","respiratory electron transport chain","67/4048","124/18870",1.73747530478141e-15,6.29170469190257e-13,5.61156110819805e-13,"PARK7/SDHB/PINK1/UQCRH/SDHC/COA6/COX7A2L/DGUOK/COX5B/NDUFB3/UQCRC1/NDUFB4/NDUFB5/NDUFC1/NDUFS6/NDUFS4/COX7C/UQCRQ/NDUFA2/NDUFA4/CYCS/DLD/IMMP2L/NDUFA5/NDUFB2/COX7B/NDUFA1/UQCRB/COX6C/NDUFB6/NDUFA8/NDUFS3/SDHAF2/UQCC3/COX8A/NDUFV1/NDUFS8/NDUFC2/SDHD/GHITM/NDUFA9/GPD1/NDUFA12/ISCU/DNAJC15/NDUFB1/NDUFAF1/COX5A/ETFA/NDUFB10/UQCRC2/NDUFAB1/COQ9/COX4I1/NDUFV2/NDUFS7/UQCR11/NDUFA7/NDUFB7/UQCRFS1/COX6B1/COX7A1/ETFB/NDUFA3/SLC25A18/BID/SCO2",67
"18","Upregulated","BP","GO:0090150","establishment of protein localization to membrane","117/4048","280/18870",9.80544489421354e-15,3.35346215382103e-12,2.99094740165017e-12,"ICMT/VAMP3/GOLPH3L/MTX1/SSR2/PEX19/TMCO1/BLZF1/ADORA1/TOMM20/ITGB1BP1/RAB10/VAMP5/GORASP2/MTX2/ACSL3/MFF/EMC3/RFTN1/GOLGA4/GORASP1/ZDHHC3/ATG3/RAB7A/SRPRB/SSR3/SEC62/SRP72/GOLPH3/SRP19/CAMLG/REEP2/MTCH1/SEC63/PEX3/ZDHHC4/TOMM7/EGFR/VPS37D/FIS1/AGK/CDK5/ZDHHC15/ZDHHC9/ATP6AP1/GDI1/UBL4A/ZDHHC2/DMTN/GOLGA7/LYPLA1/SDCBP/TRAM1/EMC2/TRMT10B/SEC61B/STOM/HSPA5/ZDHHC12/HRAS/PEX16/MTCH2/VPS37C/ZDHHC24/RDX/TIMM8B/OPTN/ZDHHC6/NACA/RILPL2/TIMM9/MOAP1/HSP90AA1/EMC7/EMC4/SRP14/CHP1/RAB11A/CIB1/CLN3/VPS35/ZDHHC1/EMC8/TIMM22/EMC6/MIEF2/RAB34/NSF/CCDC47/GGA3/SRP68/RAB31/PRNP/CHMP4B/ROMO1/SYS1/ARFRP1/TIMM13/SGTA/NCLN/RAB11B/WDR83OS/RAB8A/NDUFA13/ATP13A1/PDCD5/TMEM147/YIF1B/AKT2/TOMM40/BBC3/BAX/EMC10/BID/TOMM22/MIEF1/SAMM50",117
"19","Upregulated","BP","GO:0006457","protein folding","99/4048","223/18870",1.14601059367199e-14,3.71307432349725e-12,3.31168490669978e-12,"NUDC/PPIE/NFYC/PPIH/PEX19/HSPA6/TBCE/PDIA6/FKBP1B/CCT4/CCT7/LMAN2L/PDCL3/PPIG/HSPE1/PPIL3/CHCHD4/NGLY1/PDIA5/DNAJC19/DNAJB11/GRPEL1/PPID/CCT5/CWC27/PPIC/HSPA9/DNAJC18/PFDN1/TTC1/NUDCD2/CANX/HSPA1A/PFDN6/PPIL1/TBCC/HSP90AB1/PPIL6/PPIA/DNAJC2/PDIA4/PRDX4/VBP1/CLU/BAG1/ERP44/DNAJC25/HSPA5/TOR2A/TOR1A/DNAJC4/FKBP2/ARL2/DNAJB13/HSPA8/HSPA14/DNAJC1/DNAJB12/PPIF/BAG3/PFDN5/PTGES3/CCT2/HSP90B1/DNAJC3/HSPA2/AHSA1/HSP90AA1/PDIA3/B2M/PPIB/CLPX/UNC45A/TRAP1/DNAJA3/DNAJA2/SDF2/FKBP10/CCDC47/P4HB/LMAN1/CSNK2A1/FKBP1A/MKKS/PDRG1/PFDN4/CDC37/WDR83OS/CALR/DNAJB1/FKBP8/PDCD5/HSPB6/TBCB/LTBP4/RUVBL2/SDF2L1/ALG12/POFUT2",99
"20","Upregulated","BP","GO:0015980","energy derivation by oxidation of organic compounds","134/4048","337/18870",1.24664974976797e-14,3.83718792978582e-12,3.42238162883671e-12,"PARK7/SLC25A33/SDHB/PINK1/MTFR1L/STK40/UQCRH/SDHC/COA6/FH/OPN3/KHK/COX7A2L/UGP2/DGUOK/SUCLG1/COX5B/CHCHD5/COQ10B/NDUFB3/MDH1B/IDH1/UQCRC1/RHOA/PDHB/SUCLG2/NDUFB4/GYG1/NDUFB5/NDUFC1/NDUFS6/NDUFS4/MRPS36/COX7C/UQCRQ/NDUFA2/PRELID1/SDHAF4/NDUFA4/CYCS/GCK/DNAJC30/MDH2/DLD/IMMP2L/NDUFA5/NDUFB2/PRKAG2/NDP/NDUFB11/COX7B/NDUFA1/SLC25A14/IDH3G/UQCRB/COX6C/NDUFB6/STOML2/FXN/NDUFA8/SURF1/SIRT3/CAT/NDUFS3/SDHAF2/UQCC3/COX8A/ARL2/PPP1CA/NDUFV1/NDUFS8/NDUFC2/ME3/TMEM135/DLAT/SDHD/DHTKD1/PPIF/GHITM/SORBS1/BNIP3/TIGAR/NDUFA9/GABARAPL1/PFKM/GPD1/BLOC1S1/PTGES3/NDUFA12/ISCU/PPP1CC/DNAJC15/SUCLA2/IRS2/DLST/NDUFB1/NDUFAF1/COX5A/ETFA/IDH3A/IDH2/NDUFB10/TRAP1/UQCRC2/NDUFAB1/NUPR1/MT3/COQ9/COX4I1/TEFM/ACLY/NDUFV2/IDH3B/NDUFS7/UQCR11/NDUFA11/SLC25A23/NDUFA7/NDUFB7/NDUFA13/UQCRFS1/COX6B1/COX7A1/AKT2/GSK3A/GYS1/ETFB/NDUFA3/SLC25A18/BID/ADSL/ACO2/SCO2/IL10RB",134
